dataset1,dataset2,bnlj_result_size,bnlj_mbr_tests,bnlj_split_count,bnlj_duration,pbsm_result_size,pbsm_mbr_tests,pbsm_split_count,pbsm_duration,dj_result_size,dj_mbr_tests,dj_split_count,dj_duration,repj_result_size,repj_mbr_tests,repj_split_count,repj_duration,1st time,2nd time,3rd time,4th time
large_aws/Combo_005.csv,medium/gaussian_009.csv,10419531,5250164901,78,7.648156647,10419515,46269484,30030,19.17605654,10342526,1237084299,142,49.380811094,10391730,411171304,78,20.731486183,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/gaussian_009.csv,15089834,9145925481,78,10.037681384,15089804,73414416,30173,19.962534637,14973053,2383095177,160,23.687155511,15043548,710599462,78,23.455742919,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/gaussian_010.csv,14327911,6517770474,78,7.995113416,14327893,59911023,30030,20.563544187,14242660,1899111578,141,54.855893315,14298867,512583930,78,22.457482395,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/gaussian_010.csv,10081115,6204845101,78,13.352681581,10081105,49072680,30030,19.162416533,10008056,1460852816,148,17.571535036,10042388,482627196,78,21.194936512,bnlj,dj,pbsm,repj
large_aws/Combo_003.csv,medium/gaussian_010.csv,10385681,4922674683,78,8.696708375,10385661,44599191,30030,19.05240001,10323655,1637911500,132,51.80531055,10359116,387179120,78,22.422046222,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/gaussian_010.csv,15739749,7882956444,78,8.855860979,15739730,69114304,30096,21.068549313,15626457,1959659694,175,67.901943047,15701493,621824731,78,22.151725227,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/gaussian_010.csv,9857217,4940220830,78,7.63486387,9857204,43578741,30030,19.152907305,9802672,1658540582,129,47.475178798,9835136,388142046,78,21.698213466,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/gaussian_010.csv,26653125,10040148319,78,9.368566556,26653100,101693964,30030,17.893829298,26410836,2682954226,136,54.869845008,26598644,743661557,78,23.368946559,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/uniform_001.csv,27550192,12203727057,78,11.482013322,27550164,111015423,30173,21.460957711,27326521,3389655300,160,65.471663649,27485914,921794826,78,22.02335089,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/uniform_001.csv,25278174,9186964388,78,8.593764574,25278149,93734800,30030,19.963026005,25105551,2921455950,139,24.623797355,25232185,690975014,78,22.369014124,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_001.csv,27146026,12007759264,78,10.682333006,27145996,108656362,30173,21.495758586,26980629,3252796913,164,21.209819937,27098451,902120549,78,22.491743466,bnlj,dj,pbsm,repj
large_aws/Combo_004.csv,medium/uniform_001.csv,27280229,12301733337,78,11.304412147,27280184,114618251,30173,21.272228817,27039724,2911922705,155,20.7173455,27225343,976697793,78,23.565940428,bnlj,dj,pbsm,repj
large_aws/Combo_005.csv,medium/uniform_001.csv,24027319,7416341692,78,8.400544945,24027299,85462226,30030,18.918749277,23810831,2283668530,123,14.591099648,23976231,582967763,78,22.97841197,bnlj,dj,pbsm,repj
large_aws/Combo_006.csv,medium/uniform_001.csv,28000402,12302778120,78,11.649758743,28000369,114035232,30173,20.839241108,27730279,3511860781,156,63.683762418,27945303,929621231,78,22.926801813,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/uniform_002.csv,26741235,8869426244,78,8.985866864,26741212,99525066,30030,21.098050581,26483303,2634409208,150,15.92989926,26691357,678918304,78,22.637203846,bnlj,dj,pbsm,repj
large_aws/Combo_002.csv,medium/uniform_002.csv,29309866,12968311576,78,13.237010743,29309842,122744198,30173,20.769715023,29072878,2925252483,160,27.571063682,29253437,1027086451,78,21.544225652,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_002.csv,25053325,6984654108,78,8.722663591,25053304,94689120,30030,19.190975425,24809424,2159658006,153,29.422513691,25018862,691595734,78,21.614175822,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/uniform_002.csv,3925107,5969421246,78,10.474053665,3925107,12028687,30033,17.681544741,3316774,1976297527,121,48.229736577,3811473,260603145,78,14.91290886,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_002.csv,31756014,10892382980,78,10.359327499,31755963,136829693,30173,19.781223406,28960332,5161354862,212,31.440971891,31739842,1131281133,78,22.645181177,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/uniform_002.csv,7885865,3029979299,78,6.230851551,7885848,36081562,30030,18.969543349,7827641,1155911858,131,16.891070342,7867586,315320144,78,20.360029204,bnlj,dj,pbsm,repj
large_aws/Combo_001.csv,medium/uniform_003.csv,18777454,9670200452,78,18.785156726,18777454,74627657,30174,21.093576453,9489571,5056475135,172,67.702447211,18670354,913492004,78,14.938450935,repj,bnlj,pbsm,dj
large_aws/Combo_002.csv,medium/uniform_003.csv,15625311,15372492376,78,11.071073188,15625296,77455350,30173,19.029666797,15455989,3867938238,161,71.38255319,15569230,895952084,78,21.733739572,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_003.csv,17475127,7766946446,78,9.672941814,17475127,61784565,30174,18.567029514,8660876,3007612315,176,21.380260193,17379752,731695498,78,15.189391422,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/uniform_003.csv,5516169,8065631222,78,12.585476623,5516169,17772461,30033,17.994342213,3872751,2827101577,129,41.825797324,5363184,377875986,78,13.151516331,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_003.csv,4557627,4085511615,78,6.839615391,4557621,19678870,30030,17.131814649,4510070,1194713379,136,47.028244484,4545335,216765007,78,22.665128774,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/uniform_003.csv,4879731,8718499204,78,12.155068528,4879692,24135122,30173,19.066455462,4670347,1419066702,125,53.436346908,4850943,390611355,78,20.99186829,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/uniform_004.csv,16057291,6991311235,78,9.503685848,16057235,80338995,30173,18.860475529,14202062,4421903183,186,77.001835455,16048385,725157401,78,22.764915496,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/uniform_004.csv,1652241135,23887820129,93,14.070793493,1652240063,5330709734,36481,24.988049548,1609185240,13584450412,229,53.444262385,1633288069,7706106670,93,15.530937621,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/uniform_004.csv,2347989169,21302223819,93,16.430501682,2347987487,7384645526,36481,24.79145261,2270064415,15848096814,264,53.993990073,2319285758,10780266606,93,18.377194424,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/uniform_004.csv,2461943427,20507875996,93,17.018424342,2461942012,7568073293,36481,24.611294635,2379359085,15166923475,240,121.082015874,2436317642,9894489239,93,16.968878451,repj,bnlj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_004.csv,1283872950,20595502076,93,13.323798219,1283872111,3900520573,36481,26.816080457,1248695719,11423059954,243,111.086474338,1268796062,6264400171,93,15.814195048,bnlj,repj,pbsm,dj
large_aws/Combo_006.csv,medium/uniform_004.csv,1617420309,13523630025,93,10.896400621,1617419189,5029638031,36290,21.144247083,1577056828,10301824216,201,92.847648753,1597427302,6312638545,93,15.750008821,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/uniform_005.csv,1523208620,10189103217,93,12.367845757,1523207650,4238055719,36290,23.904690561,1488000033,8617364680,193,35.010297841,1505801062,5285575645,93,14.591890791,bnlj,repj,pbsm,dj
large_aws/Combo_002.csv,medium/uniform_005.csv,1870556147,16327421892,93,12.48605749,1870554942,5989778910,36481,21.598982701,1820642160,11948631270,214,100.286114023,1848996247,7502526606,93,14.937265057,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/uniform_005.csv,2140033277,15206800639,93,16.358627309,2140031922,6362858482,36481,28.584949657,2083624390,11866567935,226,46.87768981,2115556991,7553411637,93,18.790808017,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/uniform_005.csv,1192737295,9502408771,93,10.220181922,1192736423,3765990348,36290,20.0064534,1166138078,7981825949,176,81.185517376,1177318491,4985728194,93,12.668056279,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_005.csv,1351428526,17252405566,93,12.795571825,1351427719,4159810683,36481,21.698862645,1320551017,10842794516,214,98.079788335,1338381267,5872632829,93,14.163700032,bnlj,repj,pbsm,dj
large_aws/Combo_006.csv,medium/uniform_005.csv,45076370,9143681383,93,10.395445606,45076331,213149381,36278,19.196427464,43787478,3929615789,140,50.907544138,44420658,1289443086,93,21.681823886,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/uniform_006.csv,70545167,14484114251,93,14.96178543,70545092,335409486,36472,21.943938572,68229236,4469532268,171,66.286165378,69557111,2053160856,93,22.77872468,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/uniform_006.csv,66231364,12042141504,93,14.454903372,66231296,292825310,36462,19.764247638,64265982,3729578264,162,59.969235283,65249482,1755515338,93,29.177975743,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_006.csv,109579477,16708311211,93,18.048973578,109579391,465438787,36480,20.838699888,106132431,5177421828,164,60.299611743,108220129,2374107108,93,28.092957797,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/uniform_006.csv,121657867,21731582720,93,20.952048674,121657764,552544659,36381,21.574566307,117073263,6854435806,183,74.767597739,119877738,3076123093,93,14.883423858,repj,bnlj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_006.csv,101857452,18944540389,93,19.669914076,101857344,467917463,36472,22.797550611,98348505,5441024460,179,71.565926801,100223513,2721001586,93,27.565930541,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/uniform_006.csv,133767249,22141762231,93,20.178318118,133767131,570760914,36456,20.837608381,129076232,6291268703,170,69.762657031,132074920,3127820883,93,25.935777983,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/uniform_007.csv,159438390,27016563111,93,24.331588933,159438255,700544809,36480,21.948486302,152692753,7725826976,186,77.975373013,157189387,3798446164,93,17.247112585,repj,pbsm,bnlj,dj
large_aws/Combo_002.csv,medium/uniform_007.csv,86113671,15176690959,93,15.481319159,86113599,380282178,36465,20.853336499,82993388,5115432205,153,57.956276726,84869342,2144977136,93,12.21627893,repj,bnlj,pbsm,dj
large_aws/Combo_003.csv,medium/uniform_007.csv,126565345,22793306329,93,23.367664934,126565207,567966855,36456,20.91620393,121792769,5801271725,182,74.360555464,124536252,3244442497,93,25.180840333,pbsm,bnlj,repj,dj
large_aws/Combo_004.csv,medium/uniform_007.csv,49714305,17838817132,93,11.820082749,49714238,230985845,36481,22.854578673,48644098,4615637121,197,33.904192229,49044293,1389664310,93,15.471801916,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_007.csv,27511328,12497113624,93,9.794677452,27511299,142600123,36481,24.117983097,26708858,3558321546,174,62.622544985,26951373,971328930,93,31.640263404,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/uniform_007.csv,28617424,12803858651,93,7.774680969,28617387,146771652,36481,20.708282911,28173550,3285647117,159,19.433633691,28303608,999610225,93,29.378336518,bnlj,dj,pbsm,repj
large_aws/Combo_001.csv,medium/uniform_008.csv,26974166,9891853904,93,7.483290674,26974140,122916574,36290,21.690941004,26469043,2822146447,160,16.194551256,26627122,775412821,93,9.788946201,bnlj,repj,dj,pbsm
large_aws/Combo_002.csv,medium/uniform_008.csv,40703669,17790140740,93,10.540064031,40703620,204887443,36481,21.861133004,40006486,4190587112,191,31.410097856,40234854,1372980023,93,30.327759426,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_008.csv,35300353,12368424936,93,9.713104352,35300320,161984100,36481,21.649024987,34816998,3320305006,165,64.928766725,35011504,973240783,93,9.575269871,repj,bnlj,pbsm,dj
large_aws/Combo_004.csv,medium/uniform_008.csv,29499812,12148737789,93,9.148851122,29499784,144435949,36481,22.24242927,28966884,3538044174,171,67.462855188,29117273,943389307,93,9.379495283,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/uniform_008.csv,27798307,9759388722,93,8.324568255,27798278,123598360,36290,24.048483251,27394081,2927175456,164,60.868736781,27566200,762300494,93,28.738508244,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/uniform_008.csv,43380519,15944455399,93,9.372462337,43380469,203565180,36481,20.8888783,42696989,3600997208,195,73.382227835,42887115,1241170912,93,31.692347075,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/uniform_009.csv,25268599,9323113718,93,6.975094611,25268573,115149902,36290,23.917361584,24854566,2398549168,146,56.502016457,24948542,728183224,93,29.521089325,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/uniform_009.csv,61224437,16980144979,93,9.588333779,61224372,271248151,36481,22.768680191,60144115,5295176112,182,67.135456559,60640040,1489141541,93,30.672109268,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_009.csv,63137904,21326285726,93,14.822912556,63137849,287199896,36481,22.224817015,61870309,5212999212,175,50.425472332,62462987,1671321462,93,34.036121486,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/uniform_009.csv,57415776,15782074358,93,8.569913821,57415734,247910948,36290,23.723106012,56160813,4988256081,171,63.699963347,56865074,1363110725,93,29.134183197,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/uniform_009.csv,60446290,20879708007,93,10.951697374,60446240,273467596,36481,21.050543905,59477769,5468084720,179,79.374310562,59922381,1560099460,93,32.484951601,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/uniform_009.csv,66916091,22421122470,93,10.765286944,66916014,309855890,36481,24.181596457,65890202,5151064884,197,33.745785183,66345189,1807478965,93,10.777379157,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/uniform_010.csv,50254553,13604384872,93,8.430398704,50254519,205053635,36290,24.744691238,49410627,4199349756,157,60.571203458,49860147,1086870658,93,31.814120721,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/uniform_010.csv,61617967,21460839991,93,11.351780843,61617910,282136898,36481,24.725539361,60725048,5266060486,187,73.537741945,61139579,1660621206,93,33.651466853,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/uniform_010.csv,58386851,16603658851,93,9.533901587,58386797,254256181,36481,21.642257078,57209648,4740431117,186,69.146500193,57803287,1355004665,93,31.19169759,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/uniform_010.csv,70379369,23698130718,93,12.104884835,70379290,327590113,36481,23.552042397,68948545,6058062210,203,78.234134552,69562388,1944272828,93,36.059358251,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/uniform_010.csv,54226303,14425248684,93,9.549334391,54226266,217635765,36290,22.454934769,53520486,4136010578,163,62.042160301,53855508,1166007123,93,9.7339121,bnlj,repj,pbsm,dj
large_aws/Combo_006.csv,medium/uniform_010.csv,452295718,9864520746,93,21.250472937,452295718,1220257272,36290,28.447620088,292734599,4252898362,173,63.971821611,452181004,1768790904,93,18.020553061,repj,bnlj,pbsm,dj
large_aws/Combo_001.csv,medium/parcel_001.csv,148978658,21573213298,93,15.244050808,148978602,333360006,36481,22.088946261,135658732,6663273887,231,88.62473329,148263517,1821076107,93,32.773570848,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/parcel_001.csv,22778182,6802209482,93,7.592400401,22778136,101469270,36290,21.440784588,22411241,1957805083,145,13.190335009,22469764,555819632,93,30.632470368,bnlj,dj,pbsm,repj
large_aws/Combo_003.csv,medium/parcel_001.csv,476319186,17900843188,93,27.782121102,476317732,1444589192,36480,27.645872356,300608505,6434108195,187,72.972168378,472919022,2304294972,93,26.205185982,repj,pbsm,bnlj,dj
large_aws/Combo_004.csv,medium/parcel_001.csv,72932200,27119745036,93,15.631945336,72932101,379075863,36481,23.359940288,70264183,10004247506,294,116.208634215,72112674,2416523725,93,34.539146311,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/parcel_001.csv,517476223,14974873697,93,27.980071928,517476223,1377733807,36481,28.02590264,353898913,4534443306,174,68.441343829,514376504,2033488236,93,31.505948234,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/parcel_001.csv,537225576,13361966763,93,22.990873018,537225576,1407931805,36290,26.416641577,127866978,5632814103,208,71.12451035,537000972,2259952933,93,30.707820955,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/parcel_002.csv,33252591,8156727803,93,9.19024429,33252555,144834780,36290,20.770051037,32553374,3000434594,166,58.522704061,32729412,762930221,93,30.50802673,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/parcel_002.csv,93510824,16841973320,93,18.353051048,93510823,455720033,36481,23.564485572,67584057,3706806821,333,79.58324831,93288513,1821255247,93,12.051918342,repj,bnlj,pbsm,dj
large_aws/Combo_003.csv,medium/parcel_002.csv,99160777,14830887865,93,12.346382407,99160772,230503417,36481,20.720813287,82794536,6263781215,228,86.398320967,98587585,1269407261,93,14.236373386,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/parcel_002.csv,523501882,9292464879,53,13.24003718,523501411,1664001238,20592,15.319828999,516675533,5985841071,142,23.751607351,523115809,4234678465,53,14.614042619,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/parcel_002.csv,715603950,8440618321,53,12.835873032,715603257,2276404899,20736,16.053156326,702101472,6603249969,148,71.575315843,714999241,5534706429,53,15.202162743,bnlj,repj,pbsm,dj
large_aws/Combo_006.csv,medium/parcel_002.csv,814797455,8097439019,53,14.504169479,814796797,2302826279,20592,15.728830763,797827817,6437895113,142,24.091042348,814314459,5146922928,53,15.872978373,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/parcel_003.csv,402894900,8030227912,53,11.529803263,402894512,1195724368,20736,16.810832518,397068739,5135427886,159,23.554476012,402553641,3506420941,53,12.924825748,bnlj,repj,pbsm,dj
large_aws/Combo_002.csv,medium/parcel_003.csv,487865842,5314319303,53,9.549482261,487865350,1644268977,20592,13.97504458,482031019,4050803954,124,53.689475261,487453938,3147337062,53,12.624598822,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/parcel_003.csv,484137623,4030408120,53,9.318724833,484137182,1326579472,20592,14.030683944,478816455,3327192902,113,50.879747808,483783070,2601065282,53,12.25334781,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/parcel_003.csv,586223877,6422302870,53,11.043869574,586223335,1862926462,20592,14.580253094,578063271,4953997385,133,20.554181395,585781314,3838992429,53,12.947701974,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/parcel_003.csv,685093455,5992922430,53,10.6024116,685092854,1936920734,20592,13.853126156,675735286,4872158827,130,21.678577496,684618588,3754529172,53,14.430540492,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/parcel_003.csv,351818053,3760163608,53,8.021121954,351817640,1231320367,20592,13.242668914,348693658,3176815190,99,42.182263961,351491242,2472640038,53,11.164813387,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/parcel_004.csv,450624549,6718789133,53,10.925094559,450624219,1288127146,20592,14.177737081,445272237,4604671220,132,19.98091403,450371034,3231557613,53,12.740526887,bnlj,repj,pbsm,dj
large_aws/Combo_002.csv,medium/parcel_004.csv,10425905,2844685125,53,10.492520839,10425881,75806273,20586,13.406284615,10300948,2015657323,89,33.993532094,10399071,1203370934,53,10.609484536,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/parcel_004.csv,16782684,4509793231,53,13.222243113,16782664,121593105,20586,13.906294686,16447881,2561363081,119,16.547643643,16753938,1900942011,53,12.83640401,repj,bnlj,pbsm,dj
large_aws/Combo_004.csv,medium/parcel_004.csv,16099872,3773189220,53,12.244980057,16099851,105631910,20615,15.780315235,15888056,2345114061,117,43.957842183,16072872,1601815349,53,11.257648648,repj,bnlj,pbsm,dj
large_aws/Combo_005.csv,medium/parcel_004.csv,31991301,5184267736,53,16.483051895,31991271,173227422,20592,14.422167465,31331405,3001194473,119,18.903968618,31948594,2199420235,53,13.845521941,repj,pbsm,bnlj,dj
large_aws/Combo_006.csv,medium/parcel_004.csv,31602290,6753130675,53,20.305897044,31602248,199940555,20672,15.122982936,30893683,4060685794,132,58.763434217,31543772,2856388256,53,16.071989071,pbsm,repj,bnlj,dj
large_aws/Combo_001.csv,medium/parcel_005.csv,24251001,5923062941,53,19.133902155,24250962,166953165,20586,14.86974063,23783864,3366663505,130,56.617986997,24212943,2503158974,53,15.53557263,pbsm,repj,bnlj,dj
large_aws/Combo_002.csv,medium/parcel_005.csv,36871052,6859057225,53,19.203654214,36871009,211200979,20580,14.53327807,36023517,4470407423,124,53.233157165,36805086,2923791360,53,16.600584524,pbsm,repj,bnlj,dj
large_aws/Combo_003.csv,medium/parcel_005.csv,43868233,8369103835,53,24.477966379,43868164,261987371,20735,15.285298581,42659930,4786383279,128,56.430318849,43800628,3552175963,53,18.568869384,pbsm,repj,bnlj,dj
large_aws/Combo_004.csv,medium/parcel_005.csv,23209286,4701569882,53,14.965275504,23209258,140661459,20580,13.684086656,22717752,2958972348,105,45.291229122,23158067,2004450874,53,12.972121826,repj,pbsm,bnlj,dj
large_aws/Combo_005.csv,medium/parcel_005.csv,32434298,7087186649,53,18.758202815,32434265,209042265,20580,15.717858573,31763991,3859034265,141,21.857437619,32370425,3004671153,53,17.34746108,pbsm,repj,bnlj,dj
large_aws/Combo_006.csv,medium/parcel_005.csv,13157744,7134624895,53,8.814706272,13157724,78155634,20736,16.451615632,13048345,2056898524,139,21.580507176,13122583,976837185,53,16.452309825,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/parcel_006.csv,6424670,4983961288,53,7.661673024,6424661,49206233,20592,15.280238217,6369623,1496786894,103,39.481644501,6413052,681067217,53,15.685418682,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/parcel_006.csv,6638426,5105049929,53,7.606023572,6638420,50517836,20592,15.228582629,6613512,1556356389,110,18.080511671,6632590,695084206,53,16.181794427,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/parcel_006.csv,6871445,3944463510,53,6.286515582,6871433,42939774,20592,13.744057328,6835459,1296730667,113,14.494541083,6863118,545063395,53,14.926826705,bnlj,pbsm,dj,repj
large_aws/Combo_004.csv,medium/parcel_006.csv,9476099,7101152769,53,10.367113024,9476083,70554156,20592,16.154661135,9423785,1846097869,126,25.272640724,9462538,972941617,53,10.183384383,repj,bnlj,pbsm,dj
large_aws/Combo_005.csv,medium/parcel_006.csv,9440357,4934749829,53,7.716415531,9440341,54639621,20592,15.427830535,9395967,1641842239,106,17.867315914,9432042,670358382,53,15.709332466,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/parcel_006.csv,6671636,4849869558,53,8.014830013,6671626,48766641,20592,14.660263282,6630453,1710121736,115,45.401139741,6660128,662193248,53,14.945821176,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/parcel_007.csv,7155011,3900630167,53,6.772983144,7155006,42492897,20592,13.840564432,7098498,1457257286,102,15.540303646,7136711,534808790,53,16.029584009,bnlj,pbsm,dj,repj
large_aws/Combo_002.csv,medium/parcel_007.csv,11134677,6386085360,53,9.31856208,11134659,69179483,20592,14.460939279,11063683,1798828203,135,19.793994454,11114118,874330500,53,13.407204553,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/parcel_007.csv,6545804,3717714697,53,6.442861978,6545796,40252959,20592,13.443242093,6515838,1159642817,100,34.217405713,6536874,510201271,53,15.425210648,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/parcel_007.csv,17071956,6825379144,53,8.977520778,17071934,87042863,20592,14.065173154,16946258,2184583896,113,43.687934924,17056204,952184624,53,14.868361574,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/parcel_007.csv,17364382,8553812586,53,10.191305518,17364370,95388092,20592,14.031162549,17211446,2364132250,130,21.599157931,17335777,1141168304,53,15.97785767,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/parcel_007.csv,16096786,6297671703,53,7.704407266,16096773,82948291,20592,13.839137688,15916436,2195953194,107,41.619944182,16074628,891257353,53,15.861773836,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/parcel_008.csv,16952369,8420085097,53,9.887757623,16952347,91511193,20592,14.90027021,16820519,2447144778,125,49.801562138,16923866,1095447680,53,15.591144922,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/parcel_008.csv,17536334,8988601698,53,9.987919147,17536310,104129252,20592,16.825787598,17410986,2360606852,132,50.749720705,17518263,1249112518,53,16.48437991,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/parcel_008.csv,14914813,5471717762,53,7.531919571,14914806,68436975,20592,14.413134202,14774264,1913489311,93,35.616171491,14904902,727574400,53,8.319800813,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/parcel_008.csv,16994490,8608284366,53,9.8342537,16994471,93292732,20592,15.365129604,16885396,2251134272,123,18.347507114,16978014,1121138652,53,16.838412374,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/parcel_008.csv,16647410,6800965589,53,8.936251757,16647402,83857371,20592,14.693585443,16485936,2166129512,120,15.972042406,16638020,914874409,53,17.168494503,bnlj,pbsm,dj,repj
large_aws/Combo_006.csv,medium/parcel_008.csv,18541944,9640764487,53,11.826232553,18541917,110725020,20592,18.937329804,18376577,2530588857,124,50.746600752,18521617,1355396340,53,18.493577077,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/parcel_009.csv,15744479,5898446320,53,7.826441094,15744462,80806783,20592,13.074975185,15641323,1852067576,116,14.204071033,15731999,854412794,53,8.987498078,bnlj,repj,pbsm,dj
large_aws/Combo_002.csv,medium/parcel_009.csv,171901976,4715039605,53,14.977285057,171901927,384728343,20592,16.737889507,109673731,1775115521,96,17.411284648,171901976,823643645,53,13.626901292,repj,bnlj,pbsm,dj
large_aws/Combo_003.csv,medium/parcel_009.csv,50180722,8202281303,53,12.439546181,50180705,150720373,20736,18.597975454,46163563,3953020948,163,64.507373455,50081938,1414226855,53,16.132158655,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/parcel_009.csv,5731950,2587499755,53,6.665921429,5731934,37519104,20592,13.956436343,5702392,932190382,95,17.278674032,5718075,443738437,53,8.720448469,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/parcel_009.csv,145998392,7005839190,53,13.05615933,145996925,435451020,20592,15.442596421,92112632,3406982117,126,47.489680731,145998392,1145019577,53,16.483250731,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/parcel_009.csv,15978936,11463747817,53,13.811233918,15978915,119051869,20736,16.40944989,15563612,4688565435,163,71.507679552,15961011,1503173091,53,16.24551906,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/parcel_010.csv,169070487,5891817436,53,11.294669639,169069144,415709384,20592,16.361087536,120280749,1985260478,125,49.236685512,169070487,999083644,53,10.343582436,repj,bnlj,pbsm,dj
large_aws/Combo_002.csv,medium/parcel_010.csv,198304826,6296899620,53,18.025824844,198304740,475156454,20592,17.245287036,43114222,3660178108,127,17.311676927,198304826,1064083780,53,19.578189513,pbsm,dj,bnlj,repj
large_aws/Combo_003.csv,medium/parcel_010.csv,8200641,3579251641,53,7.177767945,8200627,43751405,20592,13.904274918,8152334,1313992483,113,12.585895604,8192452,481971843,53,8.453351778,bnlj,repj,dj,pbsm
