dataset_name, cardinality, AVG area, AVG x, AVG y,E0,E2
medium/parcel_001.csv,167256,5.5e-06,0.00231,0.00246,2.0,1.999
medium/parcel_002.csv,237091,3.83e-06,0.00197,0.00195,2.0,1.999
medium/parcel_003.csv,145112,6.13e-06,0.00253,0.0026,2.0,1.999
medium/parcel_004.csv,234844,3.84e-06,0.00193,0.00198,2.0,1.999
medium/parcel_005.csv,268795,3.21e-06,0.00179,0.0018,2.0,1.999
medium/parcel_006.csv,129037,6.81e-06,0.00247,0.00247,2.0,1.9980000000000002
medium/parcel_007.csv,229695,4e-06,0.0020800000000000003,0.0019199999999999998,2.0,1.999
medium/parcel_008.csv,170591,5.54e-06,0.0022,0.0022,2.0,1.9980000000000002
medium/parcel_009.csv,274540,3.4e-06,0.00187,0.00182,2.0,1.999
medium/parcel_010.csv,146911,6e-06,0.00225,0.00225,2.0,1.9980000000000002
medium/bit_001.csv,121686,3.48e-06,0.0019100000000000002,0.00182,0.81,0.665
medium/bit_002.csv,286626,2.57e-06,0.00165,0.00156,2.0,1.7080000000000002
medium/bit_003.csv,121473,1.39e-06,0.00105,0.00132,1.996,1.8419999999999999
medium/bit_004.csv,211589,1.97e-06,0.0018800000000000002,0.00105,0.81,0.7040000000000001
medium/bit_005.csv,297806,2.17e-06,0.00196,0.0011099999999999999,1.9980000000000002,1.876
medium/bit_006.csv,205713,2.1e-06,0.0015300000000000001,0.00137,0.757,0.779
medium/bit_007.csv,160065,3.22e-06,0.00195,0.00165,0.8109999999999999,0.6859999999999999
medium/bit_008.csv,136564,1.86e-06,0.00106,0.00176,1.9969999999999999,1.806
medium/bit_009.csv,260431,1.28e-06,0.00122,0.00105,1.984,1.651
medium/bit_010.csv,232458,1.38e-06,0.0013,0.00106,1.996,1.8159999999999998
real/OSM2015_buildings_data_big_02.csv,10325609,1.06e-11,1.39e-06,3.79e-06,1.318,0.624
real/OSM2015_buildings_data_big_03.csv,38659593,9.13e-12,1.54e-06,3.71e-06,1.462,1.641
real/OSM2015_buildings_data_big_12.csv,12127067,4.66e-12,1.03e-06,3.34e-06,1.052,0.5539999999999999
real/OSM2015_buildings_data_big_14.csv,5382201,1.58e-11,1.79e-06,4.71e-06,1.208,0.659
real/OSM2015_buildings_data_big_16.csv,52295732,1.32e-11,2.07e-06,3.97e-06,1.68,1.4580000000000002
real/OSM2015_buildings_data_big_21.csv,20054273,2.2e-11,2.44e-06,5.38e-06,1.791,1.151
real/OSM2015_buildings_data_big_22.csv,28319828,2.87e-11,3.07e-06,5.62e-06,1.505,1.389
real/OSM2015_buildings_data_big_15_05.csv,16224332,8.86e-11,4.89e-06,1.15e-05,1.8019999999999998,1.635
real/OSM2015_buildings_data_big_15_06.csv,52577020,7.45e-11,4.84e-06,1.07e-05,1.8259999999999998,1.5019999999999998
real/OSM2015_buildings_data_big_15_09.csv,71659351,8.440000000000001e-11,4.69e-06,1.1e-05,1.857,1.505
real/OSM2015_buildings_data_big_15_10.csv,91723929,1.0200000000000001e-10,5.62e-06,1.26e-05,1.9269999999999998,1.556
real/OSM2015_buildings_data_big_15_11.csv,114809693,1.1599999999999999e-10,5.83e-06,1.23e-05,1.9409999999999998,1.604
real/OSM2015_buildings_data_big_15_13.csv,9891816,1.5800000000000002e-10,6.94e-06,1.63e-05,1.25,1.474
real/OSM2015_buildings_data_big_15_14.csv,31368498,1.67e-10,7.46e-06,1.65e-05,1.444,1.5119999999999998
real/OSM2015_buildings_data_big_15_15.csv,40606766,1.56e-10,7.17e-06,1.51e-05,1.93,1.5319999999999998
real/OSM2015_lakes_data_big_05.csv,28567208,1.4099999999999999e-08,3.36e-06,9.48e-06,1.7209999999999999,1.546
real/OSM2015_lakes_data_big_06.csv,137747632,4.1699999999999996e-08,5.97e-06,1.1e-05,1.788,1.645
real/OSM2015_lakes_data_big_07.csv,6295823,2.79e-07,0.000127,1.85e-05,1.4,1.754
real/OSM2015_lakes_data_big_10.csv,57100749,5.63e-08,4.96e-06,9.65e-06,1.8219999999999998,1.632
real/OSM2015_lakes_data_big_11.csv,26475195,8.97e-08,3.78e-05,1.66e-05,1.777,1.65
real/OSM2015_lakes_data_big_13.csv,9007296,3.61e-08,1.04e-05,3.02e-05,1.8419999999999999,1.474
real/OSM2015_lakes_data_big_14.csv,16071182,2.87e-07,1.1599999999999999e-05,2.2100000000000002e-05,1.7990000000000002,1.767
real/OSM2015_lakes_data_big_15.csv,14057561,3.24e-07,6.35e-05,1.84e-05,1.72,1.5119999999999998
real/OSM2015_parks_data_big_02.csv,28825654,2.09e-08,1.47e-05,3.04e-05,1.838,1.548
real/OSM2015_parks_data_big_03.csv,29372785,2.2400000000000002e-08,2.01e-05,3.5100000000000006e-05,1.6569999999999998,1.796
real/OSM2015_parks_data_big_07.csv,12419732,1.9699999999999996e-09,9.24e-06,2.08e-05,1.682,1.4280000000000002
real/OSM2015_parks_data_big_08.csv,15583284,1.3e-09,7.97e-06,1.4599999999999999e-05,1.6980000000000002,1.4340000000000002
real/OSM2015_parks_data_big_12.csv,52799776,1.1299999999999999e-08,1.04e-05,2.3100000000000002e-05,1.6280000000000001,1.671
real/OSM2015_parks_data_big_13.csv,178346237,3.39e-08,1.15e-05,2.07e-05,1.879,1.732
real/OSM2015_parks_data_big_18.csv,13206006,1.4499999999999999e-08,1.4099999999999999e-05,2.4100000000000003e-05,1.695,1.46
real/OSM2015_roads_data_big_00.csv,5484793,5.57e-10,8.05e-06,2.0600000000000003e-05,1.546,1.4180000000000001
real/OSM2015_roads_data_big_01.csv,13303075,8.569999999999999e-10,9.28e-06,2.2100000000000002e-05,1.651,1.395
real/OSM2015_roads_data_big_02.csv,148387239,2.62e-10,8.32e-06,1.73e-05,1.96,1.751
real/OSM2015_roads_data_big_03.csv,14642967,5.6e-10,1.4400000000000001e-05,2.6000000000000002e-05,1.716,1.655
real/OSM2015_roads_data_big_10.csv,6512868,1.01e-09,1.01e-05,2.56e-05,1.818,1.381
real/OSM2015_roads_data_big_11.csv,4395945,2.7899999999999997e-09,1.2e-05,2.98e-05,1.76,1.248
real/OSM2015_roads_data_big_12.csv,79514826,2.29e-10,6.16e-06,1.21e-05,1.7719999999999998,1.7069999999999999
real/OSM2015_roads_data_big_13.csv,159664847,2.82e-10,8.53e-06,1.3800000000000002e-05,1.891,1.808
real/OSM2015_roads_data_big_17.csv,34024125,7.190000000000001e-10,8.92e-06,1.7800000000000002e-05,1.829,1.595
real/OSM2015_roads_data_big_18.csv,36955766,1.4300000000000002e-09,1.6800000000000002e-05,2.54e-05,1.9409999999999998,1.6340000000000001
real/OSM2015_roads_data_big_21.csv,17322635,8.47e-10,1.01e-05,2.45e-05,1.8630000000000002,1.515
real/OSM2015_roads_data_big_22.csv,7819439,2.31e-09,1.59e-05,3.26e-05,1.661,1.4280000000000002
real/TIGER2017_LINEARWATER_data_big_04.csv,2253431,6.819999999999999e-10,2.5300000000000002e-05,1.57e-05,1.6909999999999998,1.675
real/TIGER2017_LINEARWATER_data_big_09.csv,4057404,9.41e-10,2.7899999999999997e-05,1.73e-05,1.764,1.6840000000000002
real/TIGER2017_LINEARWATER_data_big_12.csv,16560243,1.52e-10,8.94e-06,9.75e-06,1.7730000000000001,1.787
real/TIGER2017_LINEARWATER_data_big_13.csv,48450461,1.6199999999999998e-10,9.91e-06,9.63e-06,1.879,1.8619999999999999
real/TIGER2017_LINEARWATER_data_big_17.csv,71852204,1.03e-10,6.74e-06,7.82e-06,1.874,1.867
real/TIGER2017_LINEARWATER_data_big_18.csv,76617302,1.23e-10,8.37e-06,8.58e-06,1.9380000000000002,1.874
real/TIGER2017_LINEARWATER_data_big_22.csv,25139411,1.6299999999999998e-10,7.84e-06,9.22e-06,1.791,1.824
real/TIGER2017_LINEARWATER_data_big_23.csv,40954141,1.13e-10,7.27e-06,7.65e-06,1.784,1.8159999999999998
real/TIGER2018_EDGES_data_big_02.csv,10795927,4.66e-09,3.8900000000000004e-05,4.36e-05,1.902,1.8359999999999999
real/TIGER2018_EDGES_data_big_03.csv,17108764,3.18e-09,3.9200000000000004e-05,4.33e-05,1.985,1.867
real/TIGER2018_EDGES_data_big_04.csv,18469553,2.6899999999999996e-09,3.85e-05,3.9899999999999994e-05,1.984,1.868
real/TIGER2018_EDGES_data_big_05.csv,16629288,2.14e-09,3.8799999999999994e-05,3.68e-05,1.972,1.8980000000000001
real/TIGER2018_EDGES_data_big_08.csv,40279699,2.98e-09,2.84e-05,3.4399999999999996e-05,1.983,1.9069999999999998
real/TIGER2018_EDGES_data_big_09.csv,37913635,1.4699999999999999e-09,2.8199999999999998e-05,3.3100000000000005e-05,1.999,1.925
real/TIGER2018_EDGES_data_big_10.csv,23625802,1.94e-09,3.81e-05,4.16e-05,1.994,1.901
real/TIGER2018_EDGES_data_big_11.csv,12851944,3.03e-09,5.4000000000000005e-05,5.04e-05,1.9769999999999999,1.881
real/TIGER2018_EDGES_data_big_14.csv,29782914,2.7699999999999997e-09,2.8100000000000002e-05,3.4200000000000005e-05,1.942,1.8659999999999999
real/TIGER2018_EDGES_data_big_15.csv,46503518,1.82e-09,2.8499999999999998e-05,3.2500000000000004e-05,2.0,1.9340000000000002
real/TIGER2018_EDGES_data_big_16.csv,30468465,1.9600000000000003e-09,3.53e-05,3.7e-05,1.985,1.857
real/TIGER2018_EDGES_data_big_17.csv,16078250,4.92e-09,3.5799999999999996e-05,3.46e-05,1.912,1.8530000000000002
real/TIGER2018_EDGES_data_big_19.csv,7306626,3.8e-09,3.229999999999999e-05,3.91e-05,1.8119999999999998,1.719
real/TIGER2018_EDGES_data_big_20.csv,23734111,3.4399999999999997e-09,3.289999999999999e-05,3.97e-05,1.923,1.847
real/TIGER2018_EDGES_data_big_21.csv,62991454,1.9100000000000002e-09,2.45e-05,2.8000000000000003e-05,2.0,1.931
real/TIGER2018_EDGES_data_big_22.csv,32382141,2.6899999999999996e-09,3.47e-05,3.63e-05,1.955,1.895
real/TIGER2018_EDGES_data_big_27.csv,21521425,3.3399999999999996e-09,2.71e-05,3.06e-05,1.8659999999999999,1.875
real/TIGER2018_EDGES_data_big_28.csv,44058116,3e-09,2.9199999999999998e-05,3.12e-05,1.965,1.891
real/TIGER2018_EDGES_data_big_34.csv,6814428,3.73e-09,2.9999999999999997e-05,3.27e-05,1.788,1.79
real/TIGER2018_EDGES_data_big_35.csv,5440731,4.220000000000001e-09,3.5600000000000005e-05,3.74e-05,1.767,1.831
real/TIGER2018_FACES_data_big_02.csv,5271559,1.06e-08,3.52e-05,4.8899999999999996e-05,1.839,1.86
real/TIGER2018_FACES_data_big_03.csv,18433250,1.4499999999999999e-08,5.14e-05,6.77e-05,1.969,1.8259999999999998
real/TIGER2018_FACES_data_big_04.csv,24436195,1.04e-08,3.9e-05,5.11e-05,1.974,1.828
real/TIGER2018_FACES_data_big_05.csv,20375100,1.04e-08,4.6e-05,5.44e-05,1.973,1.851
real/TIGER2018_FACES_data_big_06.csv,19242159,9.53e-09,4.35e-05,4.7799999999999996e-05,1.953,1.89
real/TIGER2018_FACES_data_big_09.csv,35921097,7.840000000000001e-09,3.3100000000000005e-05,4.91e-05,1.93,1.865
real/TIGER2018_FACES_data_big_10.csv,59339608,5.16e-09,2.9100000000000003e-05,4.2499999999999996e-05,1.9969999999999999,1.906
real/TIGER2018_FACES_data_big_11.csv,45251447,4.34e-09,3.4200000000000005e-05,4.8e-05,1.996,1.915
real/TIGER2018_FACES_data_big_12.csv,25266262,6.21e-09,4.9e-05,5.9499999999999996e-05,1.99,1.8619999999999999
real/TIGER2018_FACES_data_big_13.csv,17160912,1.01e-08,6.13e-05,6.9e-05,1.9709999999999999,1.87
real/TIGER2018_FACES_data_big_16.csv,19220169,7.9e-09,3.21e-05,4.74e-05,1.881,1.785
real/TIGER2018_FACES_data_big_17.csv,53880263,4.82e-09,3.06e-05,4.2499999999999996e-05,1.9969999999999999,1.902
real/TIGER2018_FACES_data_big_18.csv,56602572,4.85e-09,3.28e-05,4.41e-05,1.9980000000000002,1.9069999999999998
real/TIGER2018_FACES_data_big_19.csv,39999160,4.25e-09,3.98e-05,4.7600000000000005e-05,1.975,1.815
real/TIGER2018_FACES_data_big_20.csv,19702639,1.2e-08,3.82e-05,4.47e-05,1.895,1.837
real/TIGER2018_FACES_data_big_23.csv,23536075,7.18e-09,3.47e-05,5.18e-05,1.8519999999999999,1.77
real/TIGER2018_FACES_data_big_24.csv,55607575,6.03e-09,3.3e-05,4.54e-05,1.982,1.89
real/TIGER2018_FACES_data_big_25.csv,78741390,5.2200000000000006e-09,2.6700000000000002e-05,3.5499999999999996e-05,1.9980000000000002,1.913
real/TIGER2018_FACES_data_big_26.csv,29787342,6e-09,4.54e-05,5.44e-05,1.9180000000000001,1.85
real/TIGER2018_FACES_data_big_31.csv,6549950,1.08e-08,3.86e-05,5.14e-05,1.7519999999999998,1.6540000000000001
real/TIGER2018_FACES_data_big_32.csv,46459890,5.04e-09,2.8699999999999996e-05,3.68e-05,1.909,1.867
real/TIGER2018_FACES_data_big_33.csv,51516901,6.54e-09,3.28e-05,4.14e-05,1.959,1.8880000000000001
real/TIGER2018_FACES_data_big_40.csv,14529270,7.54e-09,3.3100000000000005e-05,4.28e-05,1.8130000000000002,1.7619999999999998
real/TIGER2018_FACES_data_big_41.csv,4378852,1.24e-08,4.39e-05,5.25e-05,1.729,1.78
