dataset1,dataset2,bops
real/TIGER2018_EDGES_data_big_11.csv,real/TIGER2018_FACES_data_big_20.csv,12758
real/TIGER2018_EDGES_data_big_17.csv,real/TIGER2018_FACES_data_big_20.csv,12759
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_26.csv,12760
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_26.csv,12761
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_26.csv,12762
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_26.csv,12763
real/TIGER2018_EDGES_data_big_16.csv,real/TIGER2018_FACES_data_big_26.csv,12764
real/TIGER2018_EDGES_data_big_17.csv,real/TIGER2018_FACES_data_big_26.csv,12765
real/TIGER2018_EDGES_data_big_22.csv,real/TIGER2018_FACES_data_big_26.csv,12766
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_33.csv,12767
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_33.csv,12768
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_33.csv,12769
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_33.csv,12770
real/TIGER2018_EDGES_data_big_22.csv,real/TIGER2018_FACES_data_big_33.csv,12771
real/TIGER2018_EDGES_data_big_28.csv,real/TIGER2018_FACES_data_big_33.csv,12772
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_40.csv,12773
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_40.csv,12774
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_40.csv,12775
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_40.csv,12776
real/TIGER2018_EDGES_data_big_28.csv,real/TIGER2018_FACES_data_big_40.csv,12777
real/TIGER2018_EDGES_data_big_34.csv,real/TIGER2018_FACES_data_big_40.csv,12778
real/TIGER2018_EDGES_data_big_35.csv,real/TIGER2018_FACES_data_big_40.csv,12779
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_41.csv,12780
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_41.csv,12781
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_41.csv,12782
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_FACES_data_big_41.csv,12783
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_41.csv,12784
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_FACES_data_big_41.csv,12785
real/TIGER2018_EDGES_data_big_35.csv,real/TIGER2018_FACES_data_big_41.csv,12786
real/OSM2015_buildings_data_big_12.csv,real/OSM2015_roads_data_big_10.csv,12787
real/OSM2015_buildings_data_big_12.csv,real/OSM2015_roads_data_big_11.csv,12788
real/OSM2015_buildings_data_big_15_09.csv,real/OSM2015_lakes_data_big_10.csv,12789
real/OSM2015_buildings_data_big_15_10.csv,real/OSM2015_lakes_data_big_10.csv,12790
real/OSM2015_buildings_data_big_15_11.csv,real/OSM2015_lakes_data_big_10.csv,12791
real/OSM2015_buildings_data_big_15_13.csv,real/OSM2015_lakes_data_big_10.csv,12792
real/OSM2015_buildings_data_big_15_14.csv,real/OSM2015_lakes_data_big_10.csv,12793
real/OSM2015_buildings_data_big_15_15.csv,real/OSM2015_lakes_data_big_10.csv,12794
real/OSM2015_buildings_data_big_15_09.csv,real/OSM2015_parks_data_big_07.csv,12795
real/OSM2015_buildings_data_big_15_10.csv,real/OSM2015_parks_data_big_07.csv,12796
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_parks_data_big_07.csv,12797
real/OSM2015_buildings_data_big_15_09.csv,real/OSM2015_parks_data_big_12.csv,12798
real/OSM2015_buildings_data_big_15_10.csv,real/OSM2015_parks_data_big_12.csv,12799
real/OSM2015_buildings_data_big_15_13.csv,real/OSM2015_parks_data_big_12.csv,12800
real/OSM2015_buildings_data_big_15_14.csv,real/OSM2015_parks_data_big_12.csv,12801
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_parks_data_big_12.csv,12802
real/OSM2015_lakes_data_big_13.csv,real/OSM2015_parks_data_big_12.csv,12803
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_parks_data_big_12.csv,12804
real/OSM2015_buildings_data_big_15_09.csv,real/OSM2015_roads_data_big_12.csv,12805
real/OSM2015_buildings_data_big_15_13.csv,real/OSM2015_roads_data_big_12.csv,12806
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_roads_data_big_12.csv,12807
real/OSM2015_parks_data_big_07.csv,real/OSM2015_roads_data_big_12.csv,12808
real/OSM2015_parks_data_big_12.csv,real/OSM2015_roads_data_big_12.csv,12809
real/OSM2015_buildings_data_big_15_09.csv,real/OSM2015_roads_data_big_13.csv,12810
real/OSM2015_buildings_data_big_15_10.csv,real/OSM2015_roads_data_big_13.csv,12811
real/OSM2015_buildings_data_big_15_11.csv,real/OSM2015_roads_data_big_13.csv,12812
real/OSM2015_buildings_data_big_15_13.csv,real/OSM2015_roads_data_big_13.csv,12813
real/OSM2015_buildings_data_big_15_14.csv,real/OSM2015_roads_data_big_13.csv,12814
real/OSM2015_buildings_data_big_15_15.csv,real/OSM2015_roads_data_big_13.csv,12815
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_roads_data_big_13.csv,12816
real/OSM2015_lakes_data_big_11.csv,real/OSM2015_roads_data_big_13.csv,12817
real/OSM2015_parks_data_big_07.csv,real/OSM2015_roads_data_big_13.csv,12818
real/OSM2015_parks_data_big_08.csv,real/OSM2015_roads_data_big_13.csv,12819
real/OSM2015_parks_data_big_12.csv,real/OSM2015_roads_data_big_13.csv,12820
real/OSM2015_parks_data_big_13.csv,real/OSM2015_roads_data_big_13.csv,12821
real/OSM2015_buildings_data_big_15_10.csv,real/OSM2015_parks_data_big_08.csv,12822
real/OSM2015_buildings_data_big_15_11.csv,real/OSM2015_parks_data_big_08.csv,12823
real/OSM2015_lakes_data_big_06.csv,real/OSM2015_parks_data_big_08.csv,12824
real/OSM2015_lakes_data_big_07.csv,real/OSM2015_parks_data_big_08.csv,12825
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_parks_data_big_08.csv,12826
real/OSM2015_lakes_data_big_11.csv,real/OSM2015_parks_data_big_08.csv,12827
real/OSM2015_buildings_data_big_15_10.csv,real/OSM2015_parks_data_big_13.csv,12828
real/OSM2015_buildings_data_big_15_11.csv,real/OSM2015_parks_data_big_13.csv,12829
real/OSM2015_buildings_data_big_15_14.csv,real/OSM2015_parks_data_big_13.csv,12830
real/OSM2015_buildings_data_big_15_15.csv,real/OSM2015_parks_data_big_13.csv,12831
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_parks_data_big_13.csv,12832
real/OSM2015_lakes_data_big_11.csv,real/OSM2015_parks_data_big_13.csv,12833
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_parks_data_big_13.csv,12834
real/OSM2015_lakes_data_big_15.csv,real/OSM2015_parks_data_big_13.csv,12835
real/OSM2015_lakes_data_big_05.csv,real/OSM2015_roads_data_big_00.csv,12836
real/OSM2015_lakes_data_big_06.csv,real/OSM2015_buildings_data_big_03.csv,12837
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_buildings_data_big_14.csv,12838
real/OSM2015_parks_data_big_07.csv,real/OSM2015_buildings_data_big_14.csv,12839
real/OSM2015_parks_data_big_12.csv,real/OSM2015_buildings_data_big_14.csv,12840
real/OSM2015_roads_data_big_11.csv,real/OSM2015_buildings_data_big_14.csv,12841
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_buildings_data_big_15_05.csv,12842
real/OSM2015_parks_data_big_07.csv,real/OSM2015_buildings_data_big_15_05.csv,12843
real/OSM2015_roads_data_big_12.csv,real/OSM2015_buildings_data_big_15_05.csv,12844
real/OSM2015_roads_data_big_13.csv,real/OSM2015_buildings_data_big_15_05.csv,12845
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_buildings_data_big_15_06.csv,12846
real/OSM2015_parks_data_big_07.csv,real/OSM2015_buildings_data_big_15_06.csv,12847
real/OSM2015_parks_data_big_08.csv,real/OSM2015_buildings_data_big_15_06.csv,12848
real/OSM2015_roads_data_big_13.csv,real/OSM2015_buildings_data_big_15_06.csv,12849
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_buildings_data_big_16.csv,12850
real/OSM2015_lakes_data_big_11.csv,real/OSM2015_buildings_data_big_16.csv,12851
real/OSM2015_parks_data_big_08.csv,real/OSM2015_buildings_data_big_16.csv,12852
real/OSM2015_parks_data_big_13.csv,real/OSM2015_buildings_data_big_16.csv,12853
real/OSM2015_roads_data_big_13.csv,real/OSM2015_buildings_data_big_16.csv,12854
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_buildings_data_big_21.csv,12855
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_buildings_data_big_21.csv,12856
real/OSM2015_parks_data_big_12.csv,real/OSM2015_buildings_data_big_21.csv,12857
real/OSM2015_parks_data_big_13.csv,real/OSM2015_buildings_data_big_21.csv,12858
real/OSM2015_parks_data_big_18.csv,real/OSM2015_buildings_data_big_21.csv,12859
real/OSM2015_roads_data_big_12.csv,real/OSM2015_buildings_data_big_21.csv,12860
real/OSM2015_roads_data_big_13.csv,real/OSM2015_buildings_data_big_21.csv,12861
real/OSM2015_roads_data_big_17.csv,real/OSM2015_buildings_data_big_21.csv,12862
real/OSM2015_roads_data_big_18.csv,real/OSM2015_buildings_data_big_21.csv,12863
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_buildings_data_big_22.csv,12864
real/OSM2015_lakes_data_big_11.csv,real/OSM2015_buildings_data_big_22.csv,12865
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_buildings_data_big_22.csv,12866
real/OSM2015_lakes_data_big_15.csv,real/OSM2015_buildings_data_big_22.csv,12867
real/OSM2015_parks_data_big_13.csv,real/OSM2015_buildings_data_big_22.csv,12868
real/OSM2015_parks_data_big_18.csv,real/OSM2015_buildings_data_big_22.csv,12869
real/OSM2015_roads_data_big_13.csv,real/OSM2015_buildings_data_big_22.csv,12870
real/OSM2015_roads_data_big_18.csv,real/OSM2015_buildings_data_big_22.csv,12871
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_roads_data_big_17.csv,12872
real/OSM2015_lakes_data_big_13.csv,real/OSM2015_roads_data_big_17.csv,12873
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_roads_data_big_17.csv,12874
real/OSM2015_parks_data_big_12.csv,real/OSM2015_roads_data_big_17.csv,12875
real/OSM2015_lakes_data_big_10.csv,real/OSM2015_roads_data_big_18.csv,12876
real/OSM2015_lakes_data_big_11.csv,real/OSM2015_roads_data_big_18.csv,12877
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_roads_data_big_18.csv,12878
real/OSM2015_lakes_data_big_15.csv,real/OSM2015_roads_data_big_18.csv,12879
real/OSM2015_parks_data_big_12.csv,real/OSM2015_roads_data_big_18.csv,12880
real/OSM2015_parks_data_big_13.csv,real/OSM2015_roads_data_big_18.csv,12881
real/OSM2015_parks_data_big_18.csv,real/OSM2015_roads_data_big_18.csv,12882
real/OSM2015_lakes_data_big_13.csv,real/OSM2015_roads_data_big_21.csv,12883
real/OSM2015_lakes_data_big_13.csv,real/OSM2015_roads_data_big_22.csv,12884
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_roads_data_big_22.csv,12885
real/OSM2015_lakes_data_big_14.csv,real/OSM2015_parks_data_big_18.csv,12886
real/OSM2015_lakes_data_big_15.csv,real/OSM2015_parks_data_big_18.csv,12887
