dataset1,dataset2,bops
large_aws/Gauss_006.csv,medium/uniform_007.csv,2788
large_aws/Gauss_enx_001.csv,medium/uniform_007.csv,2789
large_aws/Gauss_enx_002.csv,medium/uniform_007.csv,2790
large_aws/Gauss_enx_003.csv,medium/uniform_007.csv,2791
large_aws/Gauss_enx_004.csv,medium/uniform_007.csv,2792
large_aws/Gauss_enx_005.csv,medium/uniform_007.csv,2793
large_aws/Gauss_enx_006.csv,medium/uniform_007.csv,2794
large_aws/Gauss_eny_001.csv,medium/uniform_007.csv,2795
large_aws/Gauss_eny_002.csv,medium/uniform_007.csv,2796
large_aws/Gauss_eny_003.csv,medium/uniform_007.csv,2797
large_aws/Gauss_eny_004.csv,medium/uniform_007.csv,2798
large_aws/Gauss_eny_005.csv,medium/uniform_007.csv,2799
large_aws/Gauss_eny_006.csv,medium/uniform_007.csv,2800
large_aws/Parcel_001.csv,medium/uniform_007.csv,2801
large_aws/Parcel_002.csv,medium/uniform_007.csv,2802
large_aws/Parcel_003.csv,medium/uniform_007.csv,2803
large_aws/Parcel_004.csv,medium/uniform_007.csv,2804
large_aws/Parcel_005.csv,medium/uniform_007.csv,2805
large_aws/Parcel_006.csv,medium/uniform_007.csv,2806
large_aws/Parcel_007.csv,medium/uniform_007.csv,2807
large_aws/Parcel_008.csv,medium/uniform_007.csv,2808
large_aws/Parcel_009.csv,medium/uniform_007.csv,2809
large_aws/Parcel_010.csv,medium/uniform_007.csv,2810
large_aws/Parcel_011.csv,medium/uniform_007.csv,2811
large_aws/Parcel_012.csv,medium/uniform_007.csv,2812
large_aws/Parcel_013.csv,medium/uniform_007.csv,2813
large_aws/Parcel_014.csv,medium/uniform_007.csv,2814
large_aws/Parcel_015.csv,medium/uniform_007.csv,2815
large_aws/Parcel_016.csv,medium/uniform_007.csv,2816
large_aws/Parcel_017.csv,medium/uniform_007.csv,2817
large_aws/Parcel_018.csv,medium/uniform_007.csv,2818
large_aws/Uniform_001.csv,medium/uniform_007.csv,2819
large_aws/Uniform_002.csv,medium/uniform_007.csv,2820
large_aws/Uniform_003.csv,medium/uniform_007.csv,2821
large_aws/Uniform_004.csv,medium/uniform_007.csv,2822
large_aws/Uniform_005.csv,medium/uniform_007.csv,2823
large_aws/Uniform_006.csv,medium/uniform_007.csv,2824
large_aws/Uniform_enx_001.csv,medium/uniform_007.csv,2825
large_aws/Uniform_enx_002.csv,medium/uniform_007.csv,2826
large_aws/Uniform_enx_003.csv,medium/uniform_007.csv,2827
large_aws/Uniform_enx_004.csv,medium/uniform_007.csv,2828
large_aws/Uniform_enx_005.csv,medium/uniform_007.csv,2829
large_aws/Uniform_enx_006.csv,medium/uniform_007.csv,2830
large_aws/Uniform_eny_001.csv,medium/uniform_007.csv,2831
large_aws/Uniform_eny_002.csv,medium/uniform_007.csv,2832
large_aws/Uniform_eny_003.csv,medium/uniform_007.csv,2833
large_aws/Uniform_eny_004.csv,medium/uniform_007.csv,2834
large_aws/Uniform_eny_005.csv,medium/uniform_007.csv,2835
large_aws/Uniform_eny_006.csv,medium/uniform_007.csv,2836
large_aws/Combo_001.csv,medium/uniform_008.csv,2837
large_aws/Combo_002.csv,medium/uniform_008.csv,2838
large_aws/Combo_003.csv,medium/uniform_008.csv,2839
large_aws/Combo_004.csv,medium/uniform_008.csv,2840
large_aws/Combo_005.csv,medium/uniform_008.csv,2841
large_aws/Combo_006.csv,medium/uniform_008.csv,2842
large_aws/Combo_007.csv,medium/uniform_008.csv,2843
large_aws/Combo_008.csv,medium/uniform_008.csv,2844
large_aws/Combo_009.csv,medium/uniform_008.csv,2845
large_aws/Combo_010.csv,medium/uniform_008.csv,2846
large_aws/Combo_011.csv,medium/uniform_008.csv,2847
large_aws/Combo_012.csv,medium/uniform_008.csv,2848
large_aws/Combo_013.csv,medium/uniform_008.csv,2849
large_aws/Combo_014.csv,medium/uniform_008.csv,2850
large_aws/Combo_015.csv,medium/uniform_008.csv,2851
large_aws/Combo_016.csv,medium/uniform_008.csv,2852
large_aws/Combo_017.csv,medium/uniform_008.csv,2853
large_aws/Combo_018.csv,medium/uniform_008.csv,2854
large_aws/Diagonal_001.csv,medium/uniform_008.csv,2855
large_aws/Diagonal_002.csv,medium/uniform_008.csv,2856
large_aws/Diagonal_003.csv,medium/uniform_008.csv,2857
large_aws/Diagonal_004.csv,medium/uniform_008.csv,2858
large_aws/Diagonal_005.csv,medium/uniform_008.csv,2859
large_aws/Diagonal_006.csv,medium/uniform_008.csv,2860
large_aws/Diagonal_enx_001.csv,medium/uniform_008.csv,2861
large_aws/Diagonal_enx_002.csv,medium/uniform_008.csv,2862
large_aws/Diagonal_enx_003.csv,medium/uniform_008.csv,2863
large_aws/Diagonal_enx_004.csv,medium/uniform_008.csv,2864
large_aws/Diagonal_enx_005.csv,medium/uniform_008.csv,2865
large_aws/Diagonal_enx_006.csv,medium/uniform_008.csv,2866
large_aws/Diagonal_eny_001.csv,medium/uniform_008.csv,2867
large_aws/Diagonal_eny_002.csv,medium/uniform_008.csv,2868
large_aws/Diagonal_eny_003.csv,medium/uniform_008.csv,2869
large_aws/Diagonal_eny_004.csv,medium/uniform_008.csv,2870
large_aws/Diagonal_eny_005.csv,medium/uniform_008.csv,2871
large_aws/Diagonal_eny_006.csv,medium/uniform_008.csv,2872
large_aws/DiagonalRot_001.csv,medium/uniform_008.csv,2873
large_aws/DiagonalRot_002.csv,medium/uniform_008.csv,2874
large_aws/DiagonalRot_003.csv,medium/uniform_008.csv,2875
large_aws/DiagonalRot_004.csv,medium/uniform_008.csv,2876
large_aws/DiagonalRot_005.csv,medium/uniform_008.csv,2877
large_aws/DiagonalRot_006.csv,medium/uniform_008.csv,2878
large_aws/DiagonalRot_enx_001.csv,medium/uniform_008.csv,2879
large_aws/DiagonalRot_enx_002.csv,medium/uniform_008.csv,2880
large_aws/DiagonalRot_enx_003.csv,medium/uniform_008.csv,2881
large_aws/DiagonalRot_enx_004.csv,medium/uniform_008.csv,2882
large_aws/DiagonalRot_enx_005.csv,medium/uniform_008.csv,2883
large_aws/DiagonalRot_enx_006.csv,medium/uniform_008.csv,2884
large_aws/DiagonalRot_eny_001.csv,medium/uniform_008.csv,2885
large_aws/DiagonalRot_eny_002.csv,medium/uniform_008.csv,2886
large_aws/DiagonalRot_eny_003.csv,medium/uniform_008.csv,2887
large_aws/DiagonalRot_eny_004.csv,medium/uniform_008.csv,2888
large_aws/DiagonalRot_eny_005.csv,medium/uniform_008.csv,2889
large_aws/DiagonalRot_eny_006.csv,medium/uniform_008.csv,2890
large_aws/Gauss_001.csv,medium/uniform_008.csv,2891
large_aws/Gauss_002.csv,medium/uniform_008.csv,2892
large_aws/Gauss_003.csv,medium/uniform_008.csv,2893
large_aws/Gauss_004.csv,medium/uniform_008.csv,2894
large_aws/Gauss_005.csv,medium/uniform_008.csv,2895
large_aws/Gauss_006.csv,medium/uniform_008.csv,2896
large_aws/Gauss_enx_001.csv,medium/uniform_008.csv,2897
large_aws/Gauss_enx_002.csv,medium/uniform_008.csv,2898
large_aws/Gauss_enx_003.csv,medium/uniform_008.csv,2899
large_aws/Gauss_enx_004.csv,medium/uniform_008.csv,2900
large_aws/Gauss_enx_005.csv,medium/uniform_008.csv,2901
large_aws/Gauss_enx_006.csv,medium/uniform_008.csv,2902
large_aws/Gauss_eny_001.csv,medium/uniform_008.csv,2903
large_aws/Gauss_eny_002.csv,medium/uniform_008.csv,2904
large_aws/Gauss_eny_003.csv,medium/uniform_008.csv,2905
large_aws/Gauss_eny_004.csv,medium/uniform_008.csv,2906
large_aws/Gauss_eny_005.csv,medium/uniform_008.csv,2907
large_aws/Gauss_eny_006.csv,medium/uniform_008.csv,2908
large_aws/Parcel_001.csv,medium/uniform_008.csv,2909
large_aws/Parcel_002.csv,medium/uniform_008.csv,2910
large_aws/Parcel_003.csv,medium/uniform_008.csv,2911
large_aws/Parcel_004.csv,medium/uniform_008.csv,2912
large_aws/Parcel_005.csv,medium/uniform_008.csv,2913
large_aws/Parcel_006.csv,medium/uniform_008.csv,2914
large_aws/Parcel_007.csv,medium/uniform_008.csv,2915
large_aws/Parcel_008.csv,medium/uniform_008.csv,2916
large_aws/Parcel_009.csv,medium/uniform_008.csv,2917
large_aws/Parcel_010.csv,medium/uniform_008.csv,2918
large_aws/Parcel_011.csv,medium/uniform_008.csv,2919
large_aws/Parcel_012.csv,medium/uniform_008.csv,2920
large_aws/Parcel_013.csv,medium/uniform_008.csv,2921
large_aws/Parcel_014.csv,medium/uniform_008.csv,2922
large_aws/Parcel_015.csv,medium/uniform_008.csv,2923
large_aws/Parcel_016.csv,medium/uniform_008.csv,2924
large_aws/Parcel_017.csv,medium/uniform_008.csv,2925
large_aws/Parcel_018.csv,medium/uniform_008.csv,2926
large_aws/Uniform_001.csv,medium/uniform_008.csv,2927
large_aws/Uniform_002.csv,medium/uniform_008.csv,2928
large_aws/Uniform_003.csv,medium/uniform_008.csv,2929
large_aws/Uniform_004.csv,medium/uniform_008.csv,2930
large_aws/Uniform_005.csv,medium/uniform_008.csv,2931
large_aws/Uniform_006.csv,medium/uniform_008.csv,2932
large_aws/Uniform_enx_001.csv,medium/uniform_008.csv,2933
large_aws/Uniform_enx_002.csv,medium/uniform_008.csv,2934
large_aws/Uniform_enx_003.csv,medium/uniform_008.csv,2935
large_aws/Uniform_enx_004.csv,medium/uniform_008.csv,2936
large_aws/Uniform_enx_005.csv,medium/uniform_008.csv,2937
large_aws/Uniform_enx_006.csv,medium/uniform_008.csv,2938
large_aws/Uniform_eny_001.csv,medium/uniform_008.csv,2939
large_aws/Uniform_eny_002.csv,medium/uniform_008.csv,2940
large_aws/Uniform_eny_003.csv,medium/uniform_008.csv,2941
large_aws/Uniform_eny_004.csv,medium/uniform_008.csv,2942
large_aws/Uniform_eny_005.csv,medium/uniform_008.csv,2943
large_aws/Uniform_eny_006.csv,medium/uniform_008.csv,2944
large_aws/Combo_001.csv,medium/uniform_009.csv,2945
large_aws/Combo_002.csv,medium/uniform_009.csv,2946
large_aws/Combo_003.csv,medium/uniform_009.csv,2947
large_aws/Combo_004.csv,medium/uniform_009.csv,2948
large_aws/Combo_005.csv,medium/uniform_009.csv,2949
large_aws/Combo_006.csv,medium/uniform_009.csv,2950
large_aws/Combo_007.csv,medium/uniform_009.csv,2951
large_aws/Combo_008.csv,medium/uniform_009.csv,2952
large_aws/Combo_009.csv,medium/uniform_009.csv,2953
large_aws/Combo_010.csv,medium/uniform_009.csv,2954
large_aws/Combo_011.csv,medium/uniform_009.csv,2955
large_aws/Combo_012.csv,medium/uniform_009.csv,2956
large_aws/Combo_013.csv,medium/uniform_009.csv,2957
large_aws/Combo_014.csv,medium/uniform_009.csv,2958
large_aws/Combo_015.csv,medium/uniform_009.csv,2959
large_aws/Combo_016.csv,medium/uniform_009.csv,2960
large_aws/Combo_017.csv,medium/uniform_009.csv,2961
large_aws/Combo_018.csv,medium/uniform_009.csv,2962
large_aws/Diagonal_001.csv,medium/uniform_009.csv,2963
large_aws/Diagonal_002.csv,medium/uniform_009.csv,2964
large_aws/Diagonal_003.csv,medium/uniform_009.csv,2965
large_aws/Diagonal_004.csv,medium/uniform_009.csv,2966
large_aws/Diagonal_005.csv,medium/uniform_009.csv,2967
large_aws/Diagonal_006.csv,medium/uniform_009.csv,2968
large_aws/Diagonal_enx_001.csv,medium/uniform_009.csv,2969
large_aws/Diagonal_enx_002.csv,medium/uniform_009.csv,2970
large_aws/Diagonal_enx_003.csv,medium/uniform_009.csv,2971
large_aws/Diagonal_enx_004.csv,medium/uniform_009.csv,2972
large_aws/Diagonal_enx_005.csv,medium/uniform_009.csv,2973
large_aws/Diagonal_enx_006.csv,medium/uniform_009.csv,2974
large_aws/Diagonal_eny_001.csv,medium/uniform_009.csv,2975
large_aws/Diagonal_eny_002.csv,medium/uniform_009.csv,2976
large_aws/Diagonal_eny_003.csv,medium/uniform_009.csv,2977
large_aws/Diagonal_eny_004.csv,medium/uniform_009.csv,2978
large_aws/Diagonal_eny_005.csv,medium/uniform_009.csv,2979
large_aws/Diagonal_eny_006.csv,medium/uniform_009.csv,2980
large_aws/DiagonalRot_001.csv,medium/uniform_009.csv,2981
large_aws/DiagonalRot_002.csv,medium/uniform_009.csv,2982
large_aws/DiagonalRot_003.csv,medium/uniform_009.csv,2983
large_aws/DiagonalRot_004.csv,medium/uniform_009.csv,2984
large_aws/DiagonalRot_005.csv,medium/uniform_009.csv,2985
large_aws/DiagonalRot_006.csv,medium/uniform_009.csv,2986
large_aws/DiagonalRot_enx_001.csv,medium/uniform_009.csv,2987
large_aws/DiagonalRot_enx_002.csv,medium/uniform_009.csv,2988
large_aws/DiagonalRot_enx_003.csv,medium/uniform_009.csv,2989
large_aws/DiagonalRot_enx_004.csv,medium/uniform_009.csv,2990
large_aws/DiagonalRot_enx_005.csv,medium/uniform_009.csv,2991
large_aws/DiagonalRot_enx_006.csv,medium/uniform_009.csv,2992
large_aws/DiagonalRot_eny_001.csv,medium/uniform_009.csv,2993
large_aws/DiagonalRot_eny_002.csv,medium/uniform_009.csv,2994
large_aws/DiagonalRot_eny_003.csv,medium/uniform_009.csv,2995
large_aws/DiagonalRot_eny_004.csv,medium/uniform_009.csv,2996
large_aws/DiagonalRot_eny_005.csv,medium/uniform_009.csv,2997
large_aws/DiagonalRot_eny_006.csv,medium/uniform_009.csv,2998
large_aws/Gauss_001.csv,medium/uniform_009.csv,2999
large_aws/Gauss_002.csv,medium/uniform_009.csv,3000
large_aws/Gauss_003.csv,medium/uniform_009.csv,3001
large_aws/Gauss_004.csv,medium/uniform_009.csv,3002
large_aws/Gauss_005.csv,medium/uniform_009.csv,3003
large_aws/Gauss_006.csv,medium/uniform_009.csv,3004
large_aws/Gauss_enx_001.csv,medium/uniform_009.csv,3005
large_aws/Gauss_enx_002.csv,medium/uniform_009.csv,3006
large_aws/Gauss_enx_003.csv,medium/uniform_009.csv,3007
large_aws/Gauss_enx_004.csv,medium/uniform_009.csv,3008
large_aws/Gauss_enx_005.csv,medium/uniform_009.csv,3009
large_aws/Gauss_enx_006.csv,medium/uniform_009.csv,3010
large_aws/Gauss_eny_001.csv,medium/uniform_009.csv,3011
large_aws/Gauss_eny_002.csv,medium/uniform_009.csv,3012
large_aws/Gauss_eny_003.csv,medium/uniform_009.csv,3013
large_aws/Gauss_eny_004.csv,medium/uniform_009.csv,3014
large_aws/Gauss_eny_005.csv,medium/uniform_009.csv,3015
large_aws/Gauss_eny_006.csv,medium/uniform_009.csv,3016
large_aws/Parcel_001.csv,medium/uniform_009.csv,3017
large_aws/Parcel_002.csv,medium/uniform_009.csv,3018
large_aws/Parcel_003.csv,medium/uniform_009.csv,3019
large_aws/Parcel_004.csv,medium/uniform_009.csv,3020
large_aws/Parcel_005.csv,medium/uniform_009.csv,3021
large_aws/Parcel_006.csv,medium/uniform_009.csv,3022
large_aws/Parcel_007.csv,medium/uniform_009.csv,3023
large_aws/Parcel_008.csv,medium/uniform_009.csv,3024
large_aws/Parcel_009.csv,medium/uniform_009.csv,3025
large_aws/Parcel_010.csv,medium/uniform_009.csv,3026
large_aws/Parcel_011.csv,medium/uniform_009.csv,3027
large_aws/Parcel_012.csv,medium/uniform_009.csv,3028
large_aws/Parcel_013.csv,medium/uniform_009.csv,3029
large_aws/Parcel_014.csv,medium/uniform_009.csv,3030
large_aws/Parcel_015.csv,medium/uniform_009.csv,3031
large_aws/Parcel_016.csv,medium/uniform_009.csv,3032
large_aws/Parcel_017.csv,medium/uniform_009.csv,3033
large_aws/Parcel_018.csv,medium/uniform_009.csv,3034
large_aws/Uniform_001.csv,medium/uniform_009.csv,3035
large_aws/Uniform_002.csv,medium/uniform_009.csv,3036
large_aws/Uniform_003.csv,medium/uniform_009.csv,3037
large_aws/Uniform_004.csv,medium/uniform_009.csv,3038
large_aws/Uniform_005.csv,medium/uniform_009.csv,3039
large_aws/Uniform_006.csv,medium/uniform_009.csv,3040
large_aws/Uniform_enx_001.csv,medium/uniform_009.csv,3041
large_aws/Uniform_enx_002.csv,medium/uniform_009.csv,3042
large_aws/Uniform_enx_003.csv,medium/uniform_009.csv,3043
large_aws/Uniform_enx_004.csv,medium/uniform_009.csv,3044
large_aws/Uniform_enx_005.csv,medium/uniform_009.csv,3045
large_aws/Uniform_enx_006.csv,medium/uniform_009.csv,3046
large_aws/Uniform_eny_001.csv,medium/uniform_009.csv,3047
large_aws/Uniform_eny_002.csv,medium/uniform_009.csv,3048
large_aws/Uniform_eny_003.csv,medium/uniform_009.csv,3049
large_aws/Uniform_eny_004.csv,medium/uniform_009.csv,3050
large_aws/Uniform_eny_005.csv,medium/uniform_009.csv,3051
large_aws/Uniform_eny_006.csv,medium/uniform_009.csv,3052
large_aws/Combo_001.csv,medium/uniform_010.csv,3053
large_aws/Combo_002.csv,medium/uniform_010.csv,3054
large_aws/Combo_003.csv,medium/uniform_010.csv,3055
large_aws/Combo_004.csv,medium/uniform_010.csv,3056
large_aws/Combo_005.csv,medium/uniform_010.csv,3057
large_aws/Combo_006.csv,medium/uniform_010.csv,3058
large_aws/Combo_007.csv,medium/uniform_010.csv,3059
large_aws/Combo_008.csv,medium/uniform_010.csv,3060
large_aws/Combo_009.csv,medium/uniform_010.csv,3061
large_aws/Combo_010.csv,medium/uniform_010.csv,3062
large_aws/Combo_011.csv,medium/uniform_010.csv,3063
large_aws/Combo_012.csv,medium/uniform_010.csv,3064
large_aws/Combo_013.csv,medium/uniform_010.csv,3065
large_aws/Combo_014.csv,medium/uniform_010.csv,3066
large_aws/Combo_015.csv,medium/uniform_010.csv,3067
large_aws/Combo_016.csv,medium/uniform_010.csv,3068
large_aws/Combo_017.csv,medium/uniform_010.csv,3069
large_aws/Combo_018.csv,medium/uniform_010.csv,3070
large_aws/Diagonal_001.csv,medium/uniform_010.csv,3071
large_aws/Diagonal_002.csv,medium/uniform_010.csv,3072
large_aws/Diagonal_003.csv,medium/uniform_010.csv,3073
large_aws/Diagonal_004.csv,medium/uniform_010.csv,3074
large_aws/Diagonal_005.csv,medium/uniform_010.csv,3075
large_aws/Diagonal_006.csv,medium/uniform_010.csv,3076
large_aws/Diagonal_enx_001.csv,medium/uniform_010.csv,3077
large_aws/Diagonal_enx_002.csv,medium/uniform_010.csv,3078
large_aws/Diagonal_enx_003.csv,medium/uniform_010.csv,3079
large_aws/Diagonal_enx_004.csv,medium/uniform_010.csv,3080
large_aws/Diagonal_enx_005.csv,medium/uniform_010.csv,3081
large_aws/Diagonal_enx_006.csv,medium/uniform_010.csv,3082
large_aws/Diagonal_eny_001.csv,medium/uniform_010.csv,3083
large_aws/Diagonal_eny_002.csv,medium/uniform_010.csv,3084
large_aws/Diagonal_eny_003.csv,medium/uniform_010.csv,3085
large_aws/Diagonal_eny_004.csv,medium/uniform_010.csv,3086
large_aws/Diagonal_eny_005.csv,medium/uniform_010.csv,3087
large_aws/Diagonal_eny_006.csv,medium/uniform_010.csv,3088
large_aws/DiagonalRot_001.csv,medium/uniform_010.csv,3089
large_aws/DiagonalRot_002.csv,medium/uniform_010.csv,3090
large_aws/DiagonalRot_003.csv,medium/uniform_010.csv,3091
large_aws/DiagonalRot_004.csv,medium/uniform_010.csv,3092
large_aws/DiagonalRot_005.csv,medium/uniform_010.csv,3093
large_aws/DiagonalRot_006.csv,medium/uniform_010.csv,3094
large_aws/DiagonalRot_enx_001.csv,medium/uniform_010.csv,3095
large_aws/DiagonalRot_enx_002.csv,medium/uniform_010.csv,3096
large_aws/DiagonalRot_enx_003.csv,medium/uniform_010.csv,3097
large_aws/DiagonalRot_enx_004.csv,medium/uniform_010.csv,3098
large_aws/DiagonalRot_enx_005.csv,medium/uniform_010.csv,3099
large_aws/DiagonalRot_enx_006.csv,medium/uniform_010.csv,3100
large_aws/DiagonalRot_eny_001.csv,medium/uniform_010.csv,3101
large_aws/DiagonalRot_eny_002.csv,medium/uniform_010.csv,3102
large_aws/DiagonalRot_eny_003.csv,medium/uniform_010.csv,3103
large_aws/DiagonalRot_eny_004.csv,medium/uniform_010.csv,3104
large_aws/DiagonalRot_eny_005.csv,medium/uniform_010.csv,3105
large_aws/DiagonalRot_eny_006.csv,medium/uniform_010.csv,3106
large_aws/Gauss_001.csv,medium/uniform_010.csv,3107
large_aws/Gauss_002.csv,medium/uniform_010.csv,3108
large_aws/Gauss_003.csv,medium/uniform_010.csv,3109
large_aws/Gauss_004.csv,medium/uniform_010.csv,3110
large_aws/Gauss_005.csv,medium/uniform_010.csv,3111
large_aws/Gauss_006.csv,medium/uniform_010.csv,3112
large_aws/Gauss_enx_001.csv,medium/uniform_010.csv,3113
large_aws/Gauss_enx_002.csv,medium/uniform_010.csv,3114
large_aws/Gauss_enx_003.csv,medium/uniform_010.csv,3115
large_aws/Gauss_enx_004.csv,medium/uniform_010.csv,3116
large_aws/Gauss_enx_005.csv,medium/uniform_010.csv,3117
large_aws/Gauss_enx_006.csv,medium/uniform_010.csv,3118
large_aws/Gauss_eny_001.csv,medium/uniform_010.csv,3119
large_aws/Gauss_eny_002.csv,medium/uniform_010.csv,3120
large_aws/Gauss_eny_003.csv,medium/uniform_010.csv,3121
large_aws/Gauss_eny_004.csv,medium/uniform_010.csv,3122
large_aws/Gauss_eny_005.csv,medium/uniform_010.csv,3123
large_aws/Gauss_eny_006.csv,medium/uniform_010.csv,3124
large_aws/Parcel_001.csv,medium/uniform_010.csv,3125
large_aws/Parcel_002.csv,medium/uniform_010.csv,3126
large_aws/Parcel_003.csv,medium/uniform_010.csv,3127
large_aws/Parcel_004.csv,medium/uniform_010.csv,3128
large_aws/Parcel_005.csv,medium/uniform_010.csv,3129
large_aws/Parcel_006.csv,medium/uniform_010.csv,3130
large_aws/Parcel_007.csv,medium/uniform_010.csv,3131
large_aws/Parcel_008.csv,medium/uniform_010.csv,3132
large_aws/Parcel_009.csv,medium/uniform_010.csv,3133
large_aws/Parcel_010.csv,medium/uniform_010.csv,3134
large_aws/Parcel_011.csv,medium/uniform_010.csv,3135
large_aws/Parcel_012.csv,medium/uniform_010.csv,3136
large_aws/Parcel_013.csv,medium/uniform_010.csv,3137
large_aws/Parcel_014.csv,medium/uniform_010.csv,3138
large_aws/Parcel_015.csv,medium/uniform_010.csv,3139
large_aws/Parcel_016.csv,medium/uniform_010.csv,3140
large_aws/Parcel_017.csv,medium/uniform_010.csv,3141
large_aws/Parcel_018.csv,medium/uniform_010.csv,3142
large_aws/Uniform_001.csv,medium/uniform_010.csv,3143
large_aws/Uniform_002.csv,medium/uniform_010.csv,3144
large_aws/Uniform_003.csv,medium/uniform_010.csv,3145
large_aws/Uniform_004.csv,medium/uniform_010.csv,3146
large_aws/Uniform_005.csv,medium/uniform_010.csv,3147
large_aws/Uniform_006.csv,medium/uniform_010.csv,3148
large_aws/Uniform_enx_001.csv,medium/uniform_010.csv,3149
large_aws/Uniform_enx_002.csv,medium/uniform_010.csv,3150
large_aws/Uniform_enx_003.csv,medium/uniform_010.csv,3151
large_aws/Uniform_enx_004.csv,medium/uniform_010.csv,3152
large_aws/Uniform_enx_005.csv,medium/uniform_010.csv,3153
large_aws/Uniform_enx_006.csv,medium/uniform_010.csv,3154
large_aws/Uniform_eny_001.csv,medium/uniform_010.csv,3155
large_aws/Uniform_eny_002.csv,medium/uniform_010.csv,3156
large_aws/Uniform_eny_003.csv,medium/uniform_010.csv,3157
large_aws/Uniform_eny_004.csv,medium/uniform_010.csv,3158
large_aws/Uniform_eny_005.csv,medium/uniform_010.csv,3159
large_aws/Uniform_eny_006.csv,medium/uniform_010.csv,3160
large_aws/Combo_001.csv,medium/parcel_001.csv,3161
large_aws/Combo_002.csv,medium/parcel_001.csv,3162
large_aws/Combo_003.csv,medium/parcel_001.csv,3163
large_aws/Combo_004.csv,medium/parcel_001.csv,3164
large_aws/Combo_005.csv,medium/parcel_001.csv,3165
large_aws/Combo_006.csv,medium/parcel_001.csv,3166
large_aws/Combo_007.csv,medium/parcel_001.csv,3167
large_aws/Combo_008.csv,medium/parcel_001.csv,3168
large_aws/Combo_009.csv,medium/parcel_001.csv,3169
large_aws/Combo_010.csv,medium/parcel_001.csv,3170
large_aws/Combo_011.csv,medium/parcel_001.csv,3171
large_aws/Combo_012.csv,medium/parcel_001.csv,3172
large_aws/Combo_013.csv,medium/parcel_001.csv,3173
large_aws/Combo_014.csv,medium/parcel_001.csv,3174
large_aws/Combo_015.csv,medium/parcel_001.csv,3175
large_aws/Combo_016.csv,medium/parcel_001.csv,3176
large_aws/Combo_017.csv,medium/parcel_001.csv,3177
large_aws/Combo_018.csv,medium/parcel_001.csv,3178
large_aws/Diagonal_001.csv,medium/parcel_001.csv,3179
large_aws/Diagonal_002.csv,medium/parcel_001.csv,3180
large_aws/Diagonal_003.csv,medium/parcel_001.csv,3181
large_aws/Diagonal_004.csv,medium/parcel_001.csv,3182
large_aws/Diagonal_005.csv,medium/parcel_001.csv,3183
large_aws/Diagonal_006.csv,medium/parcel_001.csv,3184
large_aws/Diagonal_enx_001.csv,medium/parcel_001.csv,3185
large_aws/Diagonal_enx_002.csv,medium/parcel_001.csv,3186
large_aws/Diagonal_enx_003.csv,medium/parcel_001.csv,3187
large_aws/Diagonal_enx_004.csv,medium/parcel_001.csv,3188
large_aws/Diagonal_enx_005.csv,medium/parcel_001.csv,3189
large_aws/Diagonal_enx_006.csv,medium/parcel_001.csv,3190
large_aws/Diagonal_eny_001.csv,medium/parcel_001.csv,3191
large_aws/Diagonal_eny_002.csv,medium/parcel_001.csv,3192
large_aws/Diagonal_eny_003.csv,medium/parcel_001.csv,3193
large_aws/Diagonal_eny_004.csv,medium/parcel_001.csv,3194
large_aws/Diagonal_eny_005.csv,medium/parcel_001.csv,3195
large_aws/Diagonal_eny_006.csv,medium/parcel_001.csv,3196
large_aws/DiagonalRot_001.csv,medium/parcel_001.csv,3197
large_aws/DiagonalRot_002.csv,medium/parcel_001.csv,3198
large_aws/DiagonalRot_003.csv,medium/parcel_001.csv,3199
large_aws/DiagonalRot_004.csv,medium/parcel_001.csv,3200
large_aws/DiagonalRot_005.csv,medium/parcel_001.csv,3201
large_aws/DiagonalRot_006.csv,medium/parcel_001.csv,3202
large_aws/DiagonalRot_enx_001.csv,medium/parcel_001.csv,3203
large_aws/DiagonalRot_enx_002.csv,medium/parcel_001.csv,3204
large_aws/DiagonalRot_enx_003.csv,medium/parcel_001.csv,3205
large_aws/DiagonalRot_enx_004.csv,medium/parcel_001.csv,3206
large_aws/DiagonalRot_enx_005.csv,medium/parcel_001.csv,3207
large_aws/DiagonalRot_enx_006.csv,medium/parcel_001.csv,3208
large_aws/DiagonalRot_eny_001.csv,medium/parcel_001.csv,3209
large_aws/DiagonalRot_eny_002.csv,medium/parcel_001.csv,3210
large_aws/DiagonalRot_eny_003.csv,medium/parcel_001.csv,3211
large_aws/DiagonalRot_eny_004.csv,medium/parcel_001.csv,3212
large_aws/DiagonalRot_eny_005.csv,medium/parcel_001.csv,3213
large_aws/DiagonalRot_eny_006.csv,medium/parcel_001.csv,3214
large_aws/Gauss_001.csv,medium/parcel_001.csv,3215
large_aws/Gauss_002.csv,medium/parcel_001.csv,3216
large_aws/Gauss_003.csv,medium/parcel_001.csv,3217
large_aws/Gauss_004.csv,medium/parcel_001.csv,3218
large_aws/Gauss_005.csv,medium/parcel_001.csv,3219
large_aws/Gauss_006.csv,medium/parcel_001.csv,3220
large_aws/Gauss_enx_001.csv,medium/parcel_001.csv,3221
large_aws/Gauss_enx_002.csv,medium/parcel_001.csv,3222
large_aws/Gauss_enx_003.csv,medium/parcel_001.csv,3223
large_aws/Gauss_enx_004.csv,medium/parcel_001.csv,3224
large_aws/Gauss_enx_005.csv,medium/parcel_001.csv,3225
large_aws/Gauss_enx_006.csv,medium/parcel_001.csv,3226
