,,,Non-indexed,,,Indexed,,
small_datasets/diagonal_004.csv,small_datasets/uniform_034.csv,5918,1970397,0.648490051,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_035.csv,3125,911067,0.582359955,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_036.csv,4887,1418139,0.651310422,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_037.csv,3768,1124609,0.596111716,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_038.csv,6233,1475445,0.661999318,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_039.csv,9135,2278231,0.642521304,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_040.csv,6903,1881755,0.738565527,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_005.csv,29835,783913,0.436686861,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_005.csv,34806,985401,0.696385091,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_005.csv,57543,1191267,0.529172896,,,,
small_datasets/diagonal_005.csv,small_datasets/diagonal_009.csv,12232,344224,0.391181268,,,,
small_datasets/diagonal_010.csv,small_datasets/diagonal_005.csv,37399,852122,0.579923465,,,,
small_datasets/diagonal_011.csv,small_datasets/diagonal_005.csv,36107,1160793,0.597865685,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_005.csv,33945,1011868,0.625139491,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_005.csv,32979,703686,0.444694703,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_005.csv,27213,734074,0.510746058,,,,
small_datasets/diagonal_015.csv,small_datasets/diagonal_005.csv,20062,816729,0.503841034,,,,
small_datasets/diagonal_016.csv,small_datasets/diagonal_005.csv,21266,499574,0.435877789,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_005.csv,46984,1288225,0.602906414,,,,
small_datasets/diagonal_005.csv,small_datasets/diagonal_018.csv,11639,460405,0.403246526,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_005.csv,32203,760211,0.599465983,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_005.csv,22190,877067,0.545116742,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_005.csv,46453,1033073,0.560722828,,,,
small_datasets/diagonal_022.csv,small_datasets/diagonal_005.csv,20027,710247,0.45100582,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_005.csv,37061,979949,0.49189547,,,,
small_datasets/diagonal_024.csv,small_datasets/diagonal_005.csv,17654,799099,0.491379815,,,,
small_datasets/diagonal_025.csv,small_datasets/diagonal_005.csv,26118,665584,0.475178679,,,,
small_datasets/diagonal_005.csv,small_datasets/diagonal_026.csv,19274,523571,0.415205625,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_005.csv,29909,962385,0.576385461,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_005.csv,26393,950065,0.516007782,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_005.csv,41498,954218,0.650704075,,,,
small_datasets/diagonal_030.csv,small_datasets/diagonal_005.csv,31732,797987,0.504375249,,,,
small_datasets/diagonal_005.csv,small_datasets/diagonal_031.csv,13714,426991,0.412617693,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_005.csv,24398,1071684,0.608247987,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_005.csv,28349,957882,0.602413061,,,,
small_datasets/diagonal_034.csv,small_datasets/diagonal_005.csv,30247,701768,0.472011389,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_005.csv,36335,873014,0.979281757,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_005.csv,41158,1342932,0.580543227,,,,
small_datasets/diagonal_005.csv,small_datasets/diagonal_037.csv,7969,376652,0.382919466,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_005.csv,49382,1037471,0.607704316,,,,
small_datasets/diagonal_039.csv,small_datasets/diagonal_005.csv,25314,951508,0.538313249,,,,
small_datasets/diagonal_040.csv,small_datasets/diagonal_005.csv,30039,915875,0.507206597,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_005.csv,7341,989301,0.527643678,,,,
small_datasets/gaussian_002.csv,small_datasets/diagonal_005.csv,7029,882410,0.465721158,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_005.csv,7466,1108183,0.531361467,,,,
small_datasets/gaussian_004.csv,small_datasets/diagonal_005.csv,4545,734578,0.423142646,,,,
small_datasets/gaussian_005.csv,small_datasets/diagonal_005.csv,5791,661700,0.370772696,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_005.csv,8110,941613,0.535189959,,,,
small_datasets/gaussian_007.csv,small_datasets/diagonal_005.csv,5071,711492,0.459394729,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_005.csv,10552,1225477,0.59283328,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_005.csv,7714,947601,0.523744859,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_005.csv,8374,1314389,0.680289987,,,,
small_datasets/gaussian_011.csv,small_datasets/diagonal_005.csv,6136,871790,0.487680921,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_005.csv,8679,1104258,0.550017032,,,,
small_datasets/gaussian_013.csv,small_datasets/diagonal_005.csv,4268,633374,0.430231697,,,,
small_datasets/gaussian_014.csv,small_datasets/diagonal_005.csv,5887,680949,0.533146454,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_005.csv,9843,1180626,0.581991717,,,,
small_datasets/diagonal_005.csv,small_datasets/gaussian_016.csv,4436,594240,0.359520772,,,,
small_datasets/diagonal_005.csv,small_datasets/gaussian_017.csv,3075,414060,0.441799224,,,,
small_datasets/gaussian_018.csv,small_datasets/diagonal_005.csv,6479,840804,0.461975715,,,,
small_datasets/gaussian_019.csv,small_datasets/diagonal_005.csv,5926,733249,0.470148932,,,,
small_datasets/gaussian_020.csv,small_datasets/diagonal_005.csv,4476,678986,0.436419532,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_005.csv,6590,931139,0.533648866,,,,
small_datasets/gaussian_022.csv,small_datasets/diagonal_005.csv,6246,797468,0.515810573,,,,
small_datasets/gaussian_023.csv,small_datasets/diagonal_005.csv,7525,927749,0.505431251,,,,
small_datasets/gaussian_024.csv,small_datasets/diagonal_005.csv,3815,575769,0.447319493,,,,
small_datasets/gaussian_025.csv,small_datasets/diagonal_005.csv,8499,999800,0.493755287,,,,
small_datasets/gaussian_026.csv,small_datasets/diagonal_005.csv,4330,653394,0.438019841,,,,
small_datasets/gaussian_027.csv,small_datasets/diagonal_005.csv,5345,853206,0.477131312,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_005.csv,9862,1324127,0.550830452,,,,
small_datasets/diagonal_005.csv,small_datasets/gaussian_029.csv,3509,434091,0.337268549,,,,
small_datasets/gaussian_030.csv,small_datasets/diagonal_005.csv,5552,661139,0.412994912,,,,
small_datasets/gaussian_031.csv,small_datasets/diagonal_005.csv,6080,709474,0.452420506,,,,
small_datasets/gaussian_032.csv,small_datasets/diagonal_005.csv,7960,1054569,0.551646351,,,,
small_datasets/gaussian_033.csv,small_datasets/diagonal_005.csv,3377,555715,0.412089471,,,,
small_datasets/diagonal_005.csv,small_datasets/gaussian_034.csv,4118,507288,0.392995006,,,,
small_datasets/diagonal_005.csv,small_datasets/gaussian_035.csv,2569,400567,0.406546763,,,,
small_datasets/gaussian_036.csv,small_datasets/diagonal_005.csv,4064,625335,0.389672295,,,,
small_datasets/gaussian_037.csv,small_datasets/diagonal_005.csv,4593,549863,0.434314358,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_005.csv,8980,1277186,0.600946901,,,,
small_datasets/diagonal_005.csv,small_datasets/gaussian_039.csv,3845,446756,0.375387277,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_005.csv,7691,892475,0.479278406,,,,
small_datasets/uniform_001.csv,small_datasets/diagonal_005.csv,2711,952829,0.519305403,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_002.csv,1475,465168,0.39152756,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_005.csv,3291,955302,0.61356462,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_005.csv,2973,1071078,0.518019067,,,,
small_datasets/uniform_005.csv,small_datasets/diagonal_005.csv,1600,661982,0.41780474,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_006.csv,1788,542035,0.394985993,,,,
small_datasets/uniform_007.csv,small_datasets/diagonal_005.csv,1361,517157,0.395720605,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_005.csv,2564,950200,0.579393425,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_005.csv,2393,962258,0.480884624,,,,
small_datasets/uniform_010.csv,small_datasets/diagonal_005.csv,1225,458020,0.384586734,,,,
small_datasets/uniform_011.csv,small_datasets/diagonal_005.csv,2771,994105,0.503798468,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_012.csv,1273,390462,0.334724595,,,,
small_datasets/uniform_013.csv,small_datasets/diagonal_005.csv,1481,558746,0.396189973,,,,
small_datasets/uniform_014.csv,small_datasets/diagonal_005.csv,2210,852640,0.471771332,,,,
small_datasets/uniform_015.csv,small_datasets/diagonal_005.csv,1651,480031,0.461657769,,,,
small_datasets/uniform_016.csv,small_datasets/diagonal_005.csv,1463,594821,0.394286066,,,,
small_datasets/uniform_017.csv,small_datasets/diagonal_005.csv,2057,696620,0.455253272,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_005.csv,3561,1280282,0.667761826,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_019.csv,1596,558719,0.366327939,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_005.csv,2777,851482,0.514799608,,,,
small_datasets/uniform_021.csv,small_datasets/diagonal_005.csv,3091,979077,0.487680152,,,,
small_datasets/uniform_022.csv,small_datasets/diagonal_005.csv,1429,520010,0.415952975,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_023.csv,1416,432212,0.357212652,,,,
small_datasets/uniform_024.csv,small_datasets/diagonal_005.csv,1863,673147,0.412210335,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_005.csv,3666,1073552,0.458398465,,,,
small_datasets/uniform_026.csv,small_datasets/diagonal_005.csv,2082,844836,0.532373934,,,,
small_datasets/uniform_027.csv,small_datasets/diagonal_005.csv,1918,737138,0.443256173,,,,
small_datasets/uniform_028.csv,small_datasets/diagonal_005.csv,1459,475476,0.42583184,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_029.csv,1464,528355,0.395217597,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_005.csv,2345,925379,0.499059212,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_005.csv,2897,849956,0.519810159,,,,
small_datasets/uniform_032.csv,small_datasets/diagonal_005.csv,2598,805990,0.43275519,,,,
small_datasets/uniform_033.csv,small_datasets/diagonal_005.csv,1779,638919,0.447297028,,,,
small_datasets/uniform_034.csv,small_datasets/diagonal_005.csv,2301,867584,0.550171963,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_035.csv,1152,390716,0.373707865,,,,
small_datasets/uniform_036.csv,small_datasets/diagonal_005.csv,1943,626450,0.400120182,,,,
small_datasets/diagonal_005.csv,small_datasets/uniform_037.csv,1381,488084,0.328565326,,,,
small_datasets/uniform_038.csv,small_datasets/diagonal_005.csv,2279,651727,0.423738733,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_005.csv,3559,1003885,0.513400242,,,,
small_datasets/uniform_040.csv,small_datasets/diagonal_005.csv,2609,831206,0.449660444,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_006.csv,108519,1587929,0.645362598,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_006.csv,177130,1861532,0.676633669,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_009.csv,37416,552838,0.455662421,,,,
small_datasets/diagonal_010.csv,small_datasets/diagonal_006.csv,117907,1383246,0.704157062,,,,
small_datasets/diagonal_011.csv,small_datasets/diagonal_006.csv,104193,1812844,0.625396447,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_006.csv,98418,1594053,0.704912573,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_013.csv,99403,1109521,0.577257508,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_014.csv,80320,1155149,0.553067666,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_015.csv,56911,1267532,0.499747959,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_016.csv,68351,795693,0.519303905,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_006.csv,139894,1998042,0.708721662,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_018.csv,29917,720915,0.468376822,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_006.csv,99392,1227833,0.593049421,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_006.csv,59770,1390173,0.507299155,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_006.csv,139917,1654129,0.714129897,,,,
small_datasets/diagonal_022.csv,small_datasets/diagonal_006.csv,57463,1125689,0.575889043,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_006.csv,109305,1540261,0.668915121,,,,
small_datasets/diagonal_024.csv,small_datasets/diagonal_006.csv,48628,1273112,0.601621149,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_025.csv,82545,1048320,0.548856282,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_026.csv,55981,812814,0.496562149,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_006.csv,93035,1513241,0.590054205,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_006.csv,71399,1488505,0.584294003,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_006.csv,129311,1537352,0.657478346,,,,
small_datasets/diagonal_030.csv,small_datasets/diagonal_006.csv,95774,1251292,0.565243902,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_031.csv,38105,690011,0.461996485,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_006.csv,66742,1660154,0.587357149,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_006.csv,76867,1524536,0.640134331,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_034.csv,97543,1107762,0.898096678,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_006.csv,108968,1392634,0.57747598,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_006.csv,105747,2083611,0.760679341,,,,
small_datasets/diagonal_006.csv,small_datasets/diagonal_037.csv,21685,600294,0.490408373,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_006.csv,152052,1659387,0.689492755,,,,
small_datasets/diagonal_039.csv,small_datasets/diagonal_006.csv,70325,1483589,0.580919853,,,,
small_datasets/diagonal_040.csv,small_datasets/diagonal_006.csv,89876,1420533,0.527926228,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_006.csv,11488,1596924,0.610646191,,,,
small_datasets/gaussian_002.csv,small_datasets/diagonal_006.csv,10813,1403308,0.511066359,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_006.csv,11161,1761374,0.625814691,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_004.csv,6949,1158887,0.552276706,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_005.csv,9093,1041532,0.48289458,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_006.csv,13075,1521981,0.548686527,,,,
small_datasets/gaussian_007.csv,small_datasets/diagonal_006.csv,7723,1140527,0.4496016,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_006.csv,15769,1939489,0.621677302,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_006.csv,12302,1529945,0.62993666,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_006.csv,12690,2066051,0.659890754,,,,
small_datasets/gaussian_011.csv,small_datasets/diagonal_006.csv,9417,1376849,0.562741223,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_006.csv,13008,1733770,0.574078067,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_013.csv,6412,998049,0.488743275,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_014.csv,9233,1087568,0.510410419,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_006.csv,14814,1841414,0.596008042,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_016.csv,6705,930078,0.431362872,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_017.csv,4721,671395,0.450447655,,,,
small_datasets/gaussian_018.csv,small_datasets/diagonal_006.csv,10021,1331184,0.604721312,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_019.csv,9252,1162563,0.501841769,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_020.csv,6893,1070042,0.480530537,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_006.csv,9936,1497217,0.608271729,,,,
small_datasets/gaussian_022.csv,small_datasets/diagonal_006.csv,9653,1262654,0.487819966,,,,
small_datasets/gaussian_023.csv,small_datasets/diagonal_006.csv,10962,1465771,0.527580865,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_024.csv,5952,936002,0.535322257,,,,
small_datasets/gaussian_025.csv,small_datasets/diagonal_006.csv,12742,1565647,0.515009151,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_026.csv,6760,1036103,0.463563376,,,,
small_datasets/gaussian_027.csv,small_datasets/diagonal_006.csv,8351,1363000,0.571128791,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_006.csv,14812,2071488,0.581820302,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_029.csv,5330,685006,0.445272119,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_030.csv,8496,1036736,0.548674848,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_031.csv,9321,1108655,0.47327638,,,,
small_datasets/gaussian_032.csv,small_datasets/diagonal_006.csv,12151,1649719,0.511389044,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_033.csv,5121,884792,0.437742426,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_034.csv,6333,794059,0.468390271,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_035.csv,4000,653645,0.423918405,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_036.csv,6085,983220,0.458261622,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_037.csv,7142,884195,0.489722405,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_006.csv,13412,2000638,0.5971847,,,,
small_datasets/diagonal_006.csv,small_datasets/gaussian_039.csv,5805,713513,0.394688638,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_006.csv,12022,1432326,0.578349811,,,,
small_datasets/uniform_001.csv,small_datasets/diagonal_006.csv,4003,1482775,0.526931241,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_002.csv,2190,744536,0.476674672,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_006.csv,5095,1529914,0.565078145,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_006.csv,4457,1663039,0.609813112,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_005.csv,2402,1043951,0.494201102,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_006.csv,2686,853633,0.466564854,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_007.csv,1848,818159,0.445221514,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_006.csv,3874,1507418,0.520991699,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_006.csv,3448,1507838,0.555542728,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_010.csv,1927,741438,0.462357058,,,,
small_datasets/uniform_011.csv,small_datasets/diagonal_006.csv,4339,1542572,0.540342472,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_012.csv,1854,621179,0.427155678,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_013.csv,2332,902887,0.458948568,,,,
small_datasets/uniform_014.csv,small_datasets/diagonal_006.csv,3183,1342752,0.489848972,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_015.csv,2520,776934,0.442720846,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_016.csv,2340,931597,0.410360566,,,,
small_datasets/uniform_017.csv,small_datasets/diagonal_006.csv,3039,1124428,0.530455277,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_006.csv,5407,1998899,0.774621539,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_019.csv,2227,870072,0.457186962,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_006.csv,4500,1371055,0.613618023,,,,
small_datasets/uniform_021.csv,small_datasets/diagonal_006.csv,4529,1524388,0.55332825,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_022.csv,2153,831579,0.469329626,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_023.csv,2134,680080,0.434135354,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_024.csv,2517,1050578,0.469076327,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_006.csv,5637,1673962,0.565245469,,,,
small_datasets/uniform_026.csv,small_datasets/diagonal_006.csv,3160,1320216,0.505002303,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_027.csv,2752,1152565,0.507081887,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_028.csv,2197,766696,0.448890954,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_029.csv,2269,823125,0.465878953,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_006.csv,3483,1459672,0.535281135,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_006.csv,4476,1363462,0.547127764,,,,
small_datasets/uniform_032.csv,small_datasets/diagonal_006.csv,3834,1267711,0.530251725,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_033.csv,2608,1012640,0.545678954,,,,
small_datasets/uniform_034.csv,small_datasets/diagonal_006.csv,3290,1355357,0.557735249,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_035.csv,1768,633277,0.456586793,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_036.csv,2837,977575,0.452799684,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_037.csv,2187,778615,0.426030139,,,,
small_datasets/diagonal_006.csv,small_datasets/uniform_038.csv,3655,1013606,0.448900332,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_006.csv,5448,1567893,0.499662568,,,,
small_datasets/uniform_040.csv,small_datasets/diagonal_006.csv,3890,1292064,0.548112957,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_008.csv,208072,2408484,0.805216675,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_009.csv,42939,682613,0.640863564,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_010.csv,134288,1691324,0.738581863,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_011.csv,122085,2344679,0.710713009,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_012.csv,115777,2041985,0.763353229,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_013.csv,116998,1416656,0.679855628,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_014.csv,94022,1476769,0.674730965,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_015.csv,66134,1656557,0.685876655,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_016.csv,77669,996377,0.582012834,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_017.csv,162820,2612622,0.775454146,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_018.csv,35695,930416,0.573325682,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_019.csv,113663,1509561,0.588106237,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_020.csv,70032,1765177,0.627508647,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_007.csv,161465,2066198,0.924070889,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_022.csv,66130,1421122,0.599615108,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_023.csv,128924,1978360,0.757598476,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_024.csv,55959,1597232,1.10130853,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_025.csv,94999,1341767,0.617206843,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_026.csv,66761,1063960,0.618516087,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_027.csv,105383,1934088,0.724802055,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_028.csv,84532,1914247,0.700155301,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_029.csv,147985,1900004,0.729462538,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_030.csv,111316,1608666,0.709853971,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_031.csv,44542,852135,0.548319208,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_032.csv,77944,2163608,0.683897725,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_033.csv,90947,1917158,0.670900105,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_034.csv,111717,1410224,0.590993463,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_035.csv,126054,1745826,0.66974769,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_007.csv,129012,2730057,0.814673864,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_037.csv,24848,753067,0.549812878,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_007.csv,175743,2068717,0.757526828,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_039.csv,83210,1923540,0.698624217,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_040.csv,105548,1852311,0.76126964,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_001.csv,13755,1956135,0.672648805,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_002.csv,13265,1766193,0.696592568,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_003.csv,13450,2218984,0.699565817,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_004.csv,8455,1469816,0.63455663,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_005.csv,11224,1326313,0.604955638,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_006.csv,15613,1873385,0.709288044,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_007.csv,9198,1416259,0.664647236,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_007.csv,20254,2460787,0.668568076,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_009.csv,15025,1879535,0.706908079,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_007.csv,15771,2649507,0.644203776,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_011.csv,11450,1747792,0.626556399,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_012.csv,16471,2223139,0.617872548,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_013.csv,7906,1277288,0.548907188,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_014.csv,11321,1361637,0.608244449,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_015.csv,18423,2386549,0.715193525,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_016.csv,8380,1198105,0.53015331,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_017.csv,5733,820274,0.565170767,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_018.csv,12437,1687973,0.573839554,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_019.csv,11095,1470047,0.598358282,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_020.csv,8452,1371232,0.540216369,,,,
