label,coll1,D1,coll2,D2,E0_1,E0_2,E2_1,E2_2,Size1,Size2,Card1,Card2,AvgArea1,AvgArea2,AvglenX1,AvglenX2,AvglenY1,AvglenY2,AreaInt1,AreaInt2,sim,join_sel
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Gauss_eny_005,0.3785,0.9165,0.3895,0.923,0.00110989,0.07111111,0.0010827,0.04715789,0.3,0.015,0.56666667,0.01111111,0.3425,0.875,0.73743182,0.6618195,0.53560614,5.94E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Gauss_eny_006,0.3785,0.926,0.3895,0.9225,0.00110989,0.11377778,0.0010827,0.07545263,0.3,0.05714286,0.56666667,0.03703704,0.3425,1,0.62650015,0.55772496,0.41855587,1.01E-05
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_001,0.3785,1,0.3895,0.858,0.00110989,0.14222222,0.0010827,0.09431579,0.3,0.00448857,0.56666667,0.03495185,0.3425,0.0236,1,0.881636,0.881636,3.84E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_002,0.3785,1,0.3895,0.971,0.00110989,0.15644444,0.0010827,0.10374737,0.3,0.00654,0.56666667,0.06788889,0.3425,0.0458,1,0.881636,0.881636,2.49E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_003,0.3785,0.9965,0.3895,1,0.00110989,0.09955556,0.0010827,0.06602105,0.3,0.00344429,0.56666667,0.06651852,0.3425,0.033575,1,0.881636,0.881636,2.49E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_004,0.3785,0.999,0.3895,0.803,0.00110989,0.19911111,0.0010827,0.13204211,0.3,0.00172714,0.56666667,0.0198037,0.3425,0.013365,1,0.881636,0.881636,2.79E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_005,0.3785,1,0.3895,0.997,0.00110989,0.07111111,0.0010827,0.04715789,0.3,0.01438571,0.56666667,0.16081481,0.3425,0.057975,1,0.88163601,0.88163601,2.74E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_006,0.3785,1,0.3895,0.9635,0.00110989,0.11377778,0.0010827,0.07545263,0.3,0.00560429,0.56666667,0.06337037,0.3425,0.0428,1,0.88163602,0.88163602,2.55E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_007,0.3785,1,0.3895,0.991,0.00110989,0.17066667,0.0010827,0.11317895,0.3,0.00280571,0.56666667,0.05022222,0.3425,0.0341,1,0.88163601,0.88163601,2.34E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_008,0.3785,1,0.3895,0.993,0.00110989,0.17066667,0.0010827,0.11317895,0.3,0.00479857,0.56666667,0.0657037,0.3425,0.044475,1,0.88163605,0.88163605,2.42E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_009,0.3785,1,0.3895,0.935,0.00110989,0.128,0.0010827,0.08488421,0.3,0.00717571,0.56666667,0.05848148,0.3425,0.0395,1,0.881636,0.881636,2.63E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_010,0.3785,1,0.3895,0.974,0.00110989,0.08533333,0.0010827,0.05658947,0.3,0.00747286,0.56666667,0.07255556,0.3425,0.048975,1,0.88163603,0.88163603,2.59E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_011,0.3785,1,0.3895,0.9985,0.00110989,0.14222222,0.0010827,0.09431579,0.3,0.00719429,0.56666667,0.08588889,0.3425,0.054275,1,0.881636,0.881636,2.41E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_012,0.3785,0.998,0.3895,0.79,0.00110989,0.15644444,0.0010827,0.10374737,0.3,0.00219143,0.56666667,0.02160741,0.3425,0.01458,1,0.881636,0.881636,3.73E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_013,0.3785,0.9965,0.3895,1,0.00110989,0.09955556,0.0010827,0.06602105,0.3,0.00344429,0.56666667,0.06648148,0.3425,0.03355,1,0.88163627,0.88163627,2.49E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_014,0.3785,1,0.3895,0.9655,0.00110989,0.19911111,0.0010827,0.13204211,0.3,0.00513857,0.56666667,0.05974074,0.3425,0.040325,1,0.881636,0.881636,2.33E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_015,0.3785,1,0.3895,0.993,0.00110989,0.07111111,0.0010827,0.04715789,0.3,0.00896857,0.56666667,0.09074074,0.3425,0.061,1,0.88163607,0.88163607,2.78E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_016,0.3785,1,0.3895,0.9915,0.00110989,0.11377778,0.0010827,0.07545263,0.3,0.00421,0.56666667,0.062,0.3425,0.041375,1,0.8816361,0.8816361,2.44E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_017,0.3785,1,0.3895,0.9485,0.00110989,0.128,0.0010827,0.08488421,0.3,0.00639857,0.56666667,0.05648148,0.3425,0.038125,1,0.881636,0.881636,2.66E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Parcel_018,0.3785,1,0.3895,0.867,0.00110989,0.08533333,0.0010827,0.05658947,0.3,0.01076571,0.56666667,0.04722222,0.3425,0.0319,1,0.881636,0.881636,1.99E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_001,0.3785,1,0.3895,0.9995,0.00110989,0.17066667,0.0010827,0.11317895,0.3,0.03,0.56666667,0.25925926,0.3425,0.075,0.99999985,0.8807552,0.88075508,3.70E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_002,0.3785,1,0.3895,0.9995,0.00110989,0.128,0.0010827,0.08488421,0.3,0.21428571,0.56666667,0.37037037,0.3425,0.375,0.99999986,0.8794363,0.87943619,7.06E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_003,0.3785,1,0.3895,0.998,0.00110989,0.08533333,0.0010827,0.05658947,0.3,0.00014286,0.56666667,0.01851852,0.3425,0.005,0.99999992,0.88157445,0.88157439,2.22E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_004,0.3785,1,0.3895,0.9995,0.00110989,0.17066667,0.0010827,0.11317895,0.3,0.02328571,0.56666667,0.09259259,0.3425,0.1625,0.99999995,0.88084316,0.88084312,3.54E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_005,0.3785,1,0.3895,1,0.00110989,0.128,0.0010827,0.08488421,0.3,0.35714286,0.56666667,0.92592593,0.3425,0.25,0.99999991,0.87855892,0.87855885,9.26E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_006,0.3785,1,0.3895,0.999,0.00110989,0.19911111,0.0010827,0.13204211,0.3,0.00045,0.56666667,0.03333333,0.3425,0.00875,0.99999987,0.88152582,0.88152572,2.29E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_enx_001,0.3785,1,0.3895,0.9995,0.00110989,0.14222222,0.0010827,0.09431579,0.3,0.17142857,0.56666667,0.74074074,0.3425,0.15,0.99999977,0.87934895,0.87934877,6.75E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_enx_002,0.3785,1,0.3895,0.9995,0.00110989,0.15644444,0.0010827,0.10374737,0.3,0.00228571,0.56666667,0.2962963,0.3425,0.005,0.99999994,0.88091367,0.88091362,3.17E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_enx_003,0.3785,1,0.3895,0.999,0.00110989,0.09955556,0.0010827,0.06602105,0.3,0.02,0.56666667,0.74074074,0.3425,0.0175,0.99999984,0.87981469,0.87981456,4.98E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_enx_004,0.3785,1,0.3895,0.999,0.00110989,0.14222222,0.0010827,0.09431579,0.3,0.0045,0.56666667,0.25925926,0.3425,0.01125,0.99999989,0.88097988,0.88097979,3.19E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_enx_005,0.3785,1,0.3895,0.9995,0.00110989,0.15644444,0.0010827,0.10374737,0.3,0.0095,0.56666667,0.35185185,0.3425,0.0175,0.99999996,0.88073767,0.88073763,3.52E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_enx_006,0.3785,1,0.3895,0.9995,0.00110989,0.05688889,0.0010827,0.03772632,0.3,0.16142857,0.56666667,0.92592593,0.3425,0.1125,0.99999987,0.87904195,0.87904185,7.09E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_eny_001,0.3785,1,0.3895,0.999,0.00110989,0.19911111,0.0010827,0.13204211,0.3,0.015,0.56666667,0.01111111,0.3425,0.875,0.99999984,0.87853471,0.87853458,7.42E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_eny_002,0.3785,1,0.3895,0.9985,0.00110989,0.07111111,0.0010827,0.04715789,0.3,0.05714286,0.56666667,0.03703704,0.3425,1,0.99999991,0.87803578,0.87803571,8.58E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_eny_003,0.3785,1,0.3895,0.999,0.00110989,0.11377778,0.0010827,0.07545263,0.3,0.00685714,0.56666667,0.02222222,0.3425,0.2,0.99999998,0.8808785,0.88087848,3.46E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_eny_004,0.3785,1,0.3895,0.9995,0.00110989,0.19911111,0.0010827,0.13204211,0.3,0.025,0.56666667,0.02592593,0.3425,0.625,0.99999986,0.87937592,0.87937581,6.04E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_eny_005,0.3785,1,0.3895,0.9985,0.00110989,0.07111111,0.0010827,0.04715789,0.3,0.02785714,0.56666667,0.04814815,0.3425,0.375,0.99999977,0.8802015,0.88020131,4.64E-06
Medium_NoUniform_NoMatch,Medium,bit_006_m,Large AWS,Uniform_eny_006,0.3785,1,0.3895,0.999,0.00110989,0.128,0.0010827,0.08488421,0.3,0.00482857,0.56666667,0.01666667,0.3425,0.1875,0.99999965,0.88093566,0.88093539,3.25E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_001,0.4055,0.9,0.343,0.617,0.00081878,0.27022222,0.00084245,0.1792,0.46,0.03571429,0.72222222,0.09259259,0.4125,0.25,0.99475739,0.54937662,0.54779057,3.34E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_002,0.4055,0.913,0.343,0.813,0.00081878,0.256,0.00084245,0.16976842,0.46,0.00475714,0.72222222,0.35185185,0.4125,0.00875,0.8976044,0.53641801,0.50548595,4.81E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_003,0.4055,0.9215,0.343,0.743,0.00081878,0.27022222,0.00084245,0.1792,0.46,0.00029,0.72222222,0.01666667,0.4125,0.01125,0.6649445,0.28923723,0.25244528,1.01E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_004,0.4055,0.941,0.343,0.584,0.00081878,0.32711111,0.00084245,0.21692632,0.46,0.005,0.72222222,0.37037037,0.4125,0.00875,1,0.53719704,0.53719704,8.14E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_005,0.4055,0.937,0.343,0.599,0.00081878,0.18488889,0.00084245,0.12261053,0.46,0.0045,0.72222222,0.25925926,0.4125,0.01125,0.99999978,0.413858,0.41385797,5.32E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_006,0.4055,0.89,0.343,0.6485,0.00081878,0.35555556,0.00084245,0.23578947,0.46,0.02,0.72222222,0.74074074,0.4125,0.0175,0.99999994,0.64457144,0.64457141,4.83E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_007,0.4055,1,0.343,0.755,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.05,0.72222222,0.03703704,0.4125,0.875,0.99999991,0.87868785,0.87868778,5.84E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_008,0.4055,0.967,0.343,0.9475,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.01785714,0.72222222,0.01851852,0.4125,0.625,0.99999998,0.70798368,0.70798367,5.35E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_009,0.4055,0.9955,0.343,0.6695,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.00642857,0.72222222,0.03703704,0.4125,0.1125,0.99999999,0.64561672,0.64561672,6.65E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_010,0.4055,0.8915,0.343,0.6245,0.00081878,0.31288889,0.00084245,0.20749474,0.46,0.00642857,0.72222222,0.01666667,0.4125,0.25,0.99809181,0.48681578,0.48636312,2.48E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_011,0.4055,0.9185,0.343,0.766,0.00081878,0.28444444,0.00084245,0.18863158,0.46,0.00125,0.72222222,0.09259259,0.4125,0.00875,1,0.47709632,0.47709632,4.38E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_012,0.4055,0.8875,0.343,0.688,0.00081878,0.19911111,0.00084245,0.13204211,0.46,0.00611429,0.72222222,0.35185185,0.4125,0.01125,1,0.36627861,0.36627861,1.94E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_013,0.4055,0.9375,0.343,0.5985,0.00081878,0.31288889,0.00084245,0.20749474,0.46,0.01,0.72222222,0.74074074,0.4125,0.00875,1,0.53754179,0.53754179,5.69E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_014,0.4055,0.857,0.343,0.6215,0.00081878,0.27022222,0.00084245,0.1792,0.46,0.00642857,0.72222222,0.37037037,0.4125,0.01125,0.99999999,0.41379489,0.41379489,9.54E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_015,0.4055,0.903,0.343,0.5775,0.00081878,0.28444444,0.00084245,0.18863158,0.46,0.007,0.72222222,0.25925926,0.4125,0.0175,0.99999984,0.64540884,0.64540878,3.54E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_016,0.4055,1,0.343,0.655,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.025,0.72222222,0.01851852,0.4125,0.875,0.99999992,0.87916956,0.8791695,5.05E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_017,0.4055,0.973,0.343,0.9665,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.03571429,0.72222222,0.03703704,0.4125,0.625,0.99999999,0.70569435,0.70569434,8.72E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Combo_018,0.4055,0.9685,0.343,0.595,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.00321429,0.72222222,0.01851852,0.4125,0.1125,0.99999998,0.64564897,0.64564896,3.48E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_001,0.4055,0.9295,0.343,0.574,0.00081878,0.08533333,0.00084245,0.05658947,0.46,0.02328571,0.72222222,0.09259259,0.4125,0.1625,0.52240151,0.68719511,0.42204293,3.28E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_002,0.4055,0.9505,0.343,0.685,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.35714286,0.72222222,0.92592593,0.4125,0.25,0.47476499,0.65910757,0.38116899,3.61E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_003,0.4055,0.9115,0.343,0.538,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.00045,0.72222222,0.03333333,0.4125,0.00875,0.5158069,0.53891523,0.35787274,5.48E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_004,0.4055,0.9465,0.343,0.602,0.00081878,0.128,0.00084245,0.08488421,0.46,0.21428571,0.72222222,0.37037037,0.4125,0.375,0.46546452,0.65923223,0.37519122,2.38E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_005,0.4055,0.9115,0.343,0.542,0.00081878,0.08533333,0.00084245,0.05658947,0.46,0.00014286,0.72222222,0.01851852,0.4125,0.005,0.47760757,0.56730414,0.35007974,5.44E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_006,0.4055,0.8895,0.343,0.6115,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.03,0.72222222,0.25925926,0.4125,0.075,0.18323971,0.17145141,0.09718278,1.47E-07
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_enx_001,0.4055,0.8835,0.343,0.617,0.00081878,0.09955556,0.00084245,0.06602105,0.46,0.0045,0.72222222,0.25925926,0.4125,0.01125,0.18381519,0.17199104,0.09751813,1.27E-07
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_enx_002,0.4055,0.9375,0.343,0.622,0.00081878,0.19911111,0.00084245,0.13204211,0.46,0.0095,0.72222222,0.35185185,0.4125,0.0175,0.50902425,0.68748638,0.41337394,1.24E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_enx_003,0.4055,0.947,0.343,0.596,0.00081878,0.07111111,0.00084245,0.04715789,0.46,0.16142857,0.72222222,0.92592593,0.4125,0.1125,0.5654448,0.66434069,0.43979803,3.78E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_enx_004,0.4055,0.932,0.343,0.6195,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.00228571,0.72222222,0.2962963,0.4125,0.005,0.5041628,0.68751165,0.41017108,1.13E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_enx_005,0.4055,0.9415,0.343,0.591,0.00081878,0.09955556,0.00084245,0.06602105,0.46,0.02,0.72222222,0.74074074,0.4125,0.0175,0.56118191,0.64567887,0.42905364,3.03E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_enx_006,0.4055,0.9455,0.343,0.5605,0.00081878,0.19911111,0.00084245,0.13204211,0.46,0.17142857,0.72222222,0.74074074,0.4125,0.15,0.34033158,0.49032209,0.25139609,6.47E-07
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_eny_001,0.4055,0.8725,0.343,0.563,0.00081878,0.11377778,0.00084245,0.07545263,0.46,0.025,0.72222222,0.02592593,0.4125,0.625,0.33646843,0.48808145,0.24870144,1.47E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_eny_002,0.4055,0.942,0.343,0.605,0.00081878,0.17066667,0.00084245,0.11317895,0.46,0.02785714,0.72222222,0.04814815,0.4125,0.375,0.52488624,0.68676759,0.42350067,1.48E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_eny_003,0.4055,0.8895,0.343,0.57,0.00081878,0.17066667,0.00084245,0.11317895,0.46,0.00482857,0.72222222,0.01666667,0.4125,0.1875,0.18356036,0.17096366,0.09711571,8.97E-08
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_eny_004,0.4055,0.9315,0.343,0.5865,0.00081878,0.07111111,0.00084245,0.04715789,0.46,0.00685714,0.72222222,0.02222222,0.4125,0.2,0.51317286,0.68711927,0.41597121,9.57E-07
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_eny_005,0.4055,0.896,0.343,0.581,0.00081878,0.11377778,0.00084245,0.07545263,0.46,0.015,0.72222222,0.01111111,0.4125,0.875,0.18546436,0.1708619,0.09761287,1.98E-07
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,DiagonalRot_eny_006,0.4055,0.9,0.343,0.593,0.00081878,0.128,0.00084245,0.08488421,0.46,0.05714286,0.72222222,0.03703704,0.4125,1,0.53108669,0.68551434,0.42704192,4.10E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_001,0.4055,0.9575,0.343,0.6075,0.00081878,0.17066667,0.00084245,0.11317895,0.46,0.21428571,0.72222222,0.37037037,0.4125,0.375,0.99999999,0.88008939,0.88008939,0.00015105
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_002,0.4055,0.92,0.343,0.601,0.00081878,0.128,0.00084245,0.08488421,0.46,0.00014286,0.72222222,0.01851852,0.4125,0.005,0.99999989,0.88222919,0.8822291,9.78E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_003,0.4055,0.912,0.343,0.602,0.00081878,0.08533333,0.00084245,0.05658947,0.46,0.03,0.72222222,0.25925926,0.4125,0.075,0.99999963,0.8814095,0.88140921,0.00011508
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_004,0.4055,0.944,0.343,0.613,0.00081878,0.128,0.00084245,0.08488421,0.46,0.02328571,0.72222222,0.09259259,0.4125,0.1625,0.99999986,0.88149754,0.88149743,0.00010544
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_005,0.4055,0.9245,0.343,0.64,0.00081878,0.08533333,0.00084245,0.05658947,0.46,0.35714286,0.72222222,0.92592593,0.4125,0.25,0.99999997,0.87921165,0.87921162,0.00014238
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_006,0.4055,0.8895,0.343,0.621,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.00045,0.72222222,0.03333333,0.4125,0.00875,0.99999998,0.8821805,0.88218049,9.06E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_enx_001,0.4055,0.896,0.343,0.6445,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.00228571,0.72222222,0.2962963,0.4125,0.005,0.9999999,0.88156784,0.88156775,9.04E-05
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_enx_002,0.4055,0.9505,0.343,0.6365,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.02,0.72222222,0.74074074,0.4125,0.0175,0.99999989,0.88046805,0.88046796,0.00010827
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_enx_003,0.4055,0.955,0.343,0.6195,0.00081878,0.09955556,0.00084245,0.06602105,0.46,0.17142857,0.72222222,0.74074074,0.4125,0.15,0.99999951,0.88000171,0.88000133,0.00013614
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_enx_004,0.4055,0.891,0.343,0.603,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.0045,0.72222222,0.25925926,0.4125,0.01125,0.99999988,0.8816339,0.88163381,0.00010649
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_enx_005,0.4055,0.9365,0.343,0.602,0.00081878,0.09955556,0.00084245,0.06602105,0.46,0.0095,0.72222222,0.35185185,0.4125,0.0175,0.99999976,0.88139185,0.88139166,0.00011501
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_enx_006,0.4055,0.954,0.343,0.5665,0.00081878,0.19911111,0.00084245,0.13204211,0.46,0.16142857,0.72222222,0.92592593,0.4125,0.1125,0.99999998,0.87969469,0.87969467,0.00013957
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_eny_001,0.4055,0.936,0.343,0.585,0.00081878,0.19911111,0.00084245,0.13204211,0.46,0.00685714,0.72222222,0.02222222,0.4125,0.2,0.99999994,0.88153266,0.88153262,0.00012239
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_eny_002,0.4055,0.9465,0.343,0.646,0.00081878,0.07111111,0.00084245,0.04715789,0.46,0.015,0.72222222,0.01111111,0.4125,0.875,0.99999964,0.87918712,0.87918684,0.00010722
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_eny_003,0.4055,0.9065,0.343,0.6365,0.00081878,0.11377778,0.00084245,0.07545263,0.46,0.05714286,0.72222222,0.03703704,0.4125,1,0.99999991,0.87868785,0.87868778,0.00011816
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_eny_004,0.4055,0.898,0.343,0.635,0.00081878,0.07111111,0.00084245,0.04715789,0.46,0.025,0.72222222,0.02592593,0.4125,0.625,0.99999999,0.88002907,0.88002906,0.00010963
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_eny_005,0.4055,0.901,0.343,0.616,0.00081878,0.11377778,0.00084245,0.07545263,0.46,0.02785714,0.72222222,0.04814815,0.4125,0.375,0.99999986,0.88085492,0.88085481,0.00011867
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Diagonal_eny_006,0.4055,0.9385,0.343,0.6015,0.00081878,0.17066667,0.00084245,0.11317895,0.46,0.00482857,0.72222222,0.01666667,0.4125,0.1875,0.99999997,0.88158995,0.88158992,0.00010681
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_001,0.4055,0.906,0.343,0.9225,0.00081878,0.128,0.00084245,0.08488421,0.46,0.02328571,0.72222222,0.09259259,0.4125,0.1625,0.83397473,0.74826805,0.65125511,3.04E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_002,0.4055,0.923,0.343,0.923,0.00081878,0.08533333,0.00084245,0.05658947,0.46,0.35714286,0.72222222,0.92592593,0.4125,0.25,0.72642219,0.6494048,0.52178954,5.41E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_003,0.4055,0.9335,0.343,0.92,0.00081878,0.14222222,0.00084245,0.09431579,0.46,0.00045,0.72222222,0.03333333,0.4125,0.00875,0.90424149,0.80089242,0.73827631,2.66E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_004,0.4055,0.9415,0.343,0.9235,0.00081878,0.17066667,0.00084245,0.11317895,0.46,0.21428571,0.72222222,0.37037037,0.4125,0.375,0.82698663,0.74255315,0.6427089,5.61E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_005,0.4055,0.932,0.343,0.92,0.00081878,0.128,0.00084245,0.08488421,0.46,0.00014286,0.72222222,0.01851852,0.4125,0.005,0.7206744,0.64736402,0.51751393,1.54E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_006,0.4055,0.903,0.343,0.922,0.00081878,0.08533333,0.00084245,0.05658947,0.46,0.03,0.72222222,0.25925926,0.4125,0.075,0.8985104,0.80229321,0.73562933,4.00E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_enx_001,0.4055,0.897,0.343,0.9225,0.00081878,0.15644444,0.00084245,0.10374737,0.46,0.0045,0.72222222,0.25925926,0.4125,0.01125,0.78636705,0.70961291,0.594923,4.32E-06
Medium_NoUniform_NoMatch,Medium,bit_007_m,Large AWS,Gauss_enx_002,0.4055,0.92,0.343,0.923,0.00081878,0.09955556,0.00084245,0.06602105,0.46,0.0095,0.72222222,0.35185185,0.4125,0.0175,0.88669674,0.80395639,0.72905966,3.75E-06
